"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.678659518E0,4.441176414E0,-3.156703949E0,-4.990648746E0,7.388870189E0
1.683725436E0,4.190163612E0,-3.106350899E0,-5.032011509E0,7.247622150E0
1.688760837E0,4.263828278E0,-3.256730080E0,-4.525164604E0,7.018805959E0
1.693796237E0,4.369422913E0,-3.298561096E0,-3.886679649E0,6.714062897E0
1.698862155E0,4.005029678E0,-3.038171768E0,-3.295207024E0,6.010752012E0
1.703897556E0,3.754463673E0,-3.100356102E0,-2.636466980E0,5.537071750E0
1.708932956E0,3.649713993E0,-3.507425308E0,-2.139207363E0,5.495330078E0
1.713998874E0,3.539072514E0,-4.044559479E0,-1.855944633E0,5.685774012E0
1.719034274E0,3.585798025E0,-4.307778358E0,-1.489768505E0,5.799509640E0
1.724100192E0,3.498875618E0,-4.176747322E0,-1.113278389E0,5.561181309E0
1.729135593E0,3.417607307E0,-3.938390732E0,-8.317117691E-1,5.280407724E0
1.734170993E0,3.505867958E0,-4.087603569E0,-5.337147713E-1,5.411512222E0
1.739206393E0,3.508252859E0,-4.633172035E0,-3.640413284E-1,5.822941466E0
1.744272311E0,3.487776756E0,-4.483675957E0,-3.830595016E-1,5.693388391E0
1.749307712E0,3.702061653E0,-3.764710426E0,-5.269799232E-1,5.306223979E0
1.754343112E0,4.014967918E0,-3.294048309E0,-1.104715347E0,5.309530831E0
1.759409030E0,4.470961094E0,-3.129975319E0,-1.819317818E0,5.752925858E0
1.764444431E0,4.977367401E0,-3.165535927E0,-2.340856075E0,6.346212344E0
1.769510348E0,5.249526978E0,-2.997397423E0,-2.754642010E0,6.643039771E0
1.774545749E0,5.248770237E0,-2.603948593E0,-3.043489456E0,6.602496902E0
1.779581149E0,5.216166973E0,-2.415396690E0,-2.944758892E0,6.458648775E0
1.784616550E0,5.253283501E0,-2.474201202E0,-2.563467503E0,6.347442380E0
1.789682468E0,5.229223251E0,-2.761415482E0,-2.147673607E0,6.291477823E0
1.794717868E0,5.076424599E0,-3.071139336E0,-1.596783638E0,6.144241329E0
1.799753268E0,4.901212215E0,-3.246212959E0,-8.996133804E-1,5.947191269E0
1.804819186E0,4.816191673E0,-3.485547066E0,-2.523436546E-1,5.950497282E0
1.809854587E0,4.858268261E0,-3.791027069E0,1.558222771E-1,6.164327807E0
1.814889987E0,4.810597420E0,-4.048168182E0,3.944625854E-1,6.299612202E0
1.819955905E0,4.657652378E0,-4.286005020E0,5.971970558E-1,6.357688969E0
1.824991306E0,4.417959213E0,-4.494529724E0,8.939476013E-1,6.365398916E0
1.830026706E0,4.093000412E0,-4.774580002E0,1.145640135E0,6.392320227E0
1.835092624E0,3.691732407E0,-5.016523361E0,1.287193298E0,6.360130611E0
1.840128024E0,3.297080994E0,-5.279632568E0,1.407730103E0,6.381768342E0
1.845163425E0,2.977454185E0,-5.618921280E0,1.388692617E0,6.508915191E0
1.850229343E0,2.677224159E0,-5.972032547E0,1.168571234E0,6.648177244E0
1.855264743E0,2.425411224E0,-6.290332794E0,9.899458885E-1,6.814022243E0
1.860300143E0,2.353240967E0,-6.635850906E0,8.928115368E-1,7.097138349E0
1.865366061E0,2.376396894E0,-6.879280090E0,7.423009872E-1,7.315925609E0
1.870401462E0,2.557794809E0,-7.060702324E0,6.701436043E-1,7.539557284E0
1.875467380E0,2.721709251E0,-7.292754173E0,9.673626423E-1,7.843962976E0
1.880502780E0,2.535728931E0,-7.331449509E0,1.405015469E0,7.883789798E0
1.885538181E0,2.367633104E0,-7.442977905E0,1.609046698E0,7.974499225E0
1.890573581E0,2.386951923E0,-7.854422569E0,1.645222664E0,8.372350387E0
1.895639499E0,2.407510042E0,-8.169089317E0,1.853979588E0,8.715925951E0
1.900674899E0,2.333893538E0,-8.331970215E0,2.377223015E0,8.973292371E0
1.905710300E0,2.190442801E0,-8.331725121E0,2.718344688E0,9.033553066E0
1.910776218E0,2.064921856E0,-8.410278320E0,2.681054354E0,9.065579747E0
1.915811618E0,1.960548401E0,-8.655538559E0,2.442745209E0,9.204841223E0
1.920847018E0,1.914380193E0,-9.138651848E0,2.324586153E0,9.622032524E0
1.925882419E0,1.765591741E0,-9.170942307E0,1.986922503E0,9.548369390E0
1.930948337E0,1.285301566E0,-8.874849319E0,1.118789434E0,9.036959686E0
1.935983737E0,8.572381735E-1,-8.744183540E0,3.853271008E-1,8.794548314E0
1.941049655E0,4.058591127E-1,-8.849967003E0,1.006960869E-2,8.859274178E0
1.946085056E0,-9.450331330E-2,-9.243717194E0,-3.130047321E-1,9.249497845E0
1.951150973E0,-3.115011454E-1,-9.585694313E0,-6.361266375E-1,9.611827377E0
1.956186374E0,-3.243174255E-1,-9.596264839E0,-1.040971398E0,9.658007150E0
1.961221774E0,-3.729304671E-1,-9.443392754E0,-1.349787951E0,9.546657601E0
1.966257175E0,-4.508147836E-1,-9.507225990E0,-1.378142118E0,9.617164639E0
1.971323093E0,-4.880092144E-1,-9.749315262E0,-1.161774635E0,9.830413082E0
1.976358493E0,-4.902365804E-1,-1.014340496E1,-7.117598057E-1,1.018015708E1
1.981393893E0,-6.782164574E-1,-1.035518932E1,-1.188249588E-1,1.037805583E1
1.986459811E0,-1.003634095E0,-1.024897671E1,-2.249265909E-1,1.030045615E1
1.991495212E0,-1.360789061E0,-9.865977287E0,-7.746543884E-1,9.989461653E0
1.996530612E0,-1.740541577E0,-9.548369408E0,-8.901966810E-1,9.746450300E0
2.001596530E0,-2.210268021E0,-9.362929344E0,-5.768139362E-1,9.637553888E0
2.006631931E0,-2.643031120E0,-9.305021286E0,-4.839694500E-2,9.673229910E0
2.011697848E0,-2.826148510E0,-9.386651993E0,6.562532187E-1,9.824816503E0
2.016733249E0,-2.940865993E0,-9.383726120E0,1.370285749E0,9.928780979E0
2.021768649E0,-3.030268192E0,-9.268304825E0,1.941962838E0,9.942596206E0
2.026834567E0,-3.099509716E0,-9.045905113E0,2.407354832E0,9.860563730E0
2.031869968E0,-3.300638676E0,-8.660135269E0,2.627480984E0,9.633058438E0
2.036905368E0,-3.411723614E0,-8.410288811E0,2.878473282E0,9.521471752E0
2.041940768E0,-3.502945662E0,-8.217583656E0,3.088826656E0,9.451992360E0
2.047006686E0,-3.610191584E0,-7.993655205E0,3.138905525E0,9.315832475E0
2.052042087E0,-3.824761629E0,-7.731725693E0,3.103589058E0,9.167368693E0
2.057077487E0,-4.155342102E0,-7.451103210E0,2.976758480E0,9.035867312E0
2.062143405E0,-4.479411125E0,-7.321465492E0,2.749684572E0,9.012754642E0
2.067178806E0,-4.715137959E0,-7.299414635E0,2.561425447E0,9.059518768E0
2.072214206E0,-5.012606144E0,-7.203068733E0,2.340071201E0,9.082199775E0
2.077280124E0,-5.677248001E0,-6.786497116E0,1.874954581E0,9.044508978E0
2.082315524E0,-6.330711365E0,-6.549647331E0,1.431709409E0,9.220931535E0
2.087350925E0,-7.006771088E0,-6.308211327E0,8.764770031E-1,9.468716025E0
2.092416843E0,-7.761738777E0,-5.864203453E0,5.792148113E-1,9.745201936E0
2.097452243E0,-8.271888733E0,-5.411626816E0,3.683090210E-1,9.891688407E0
2.102518161E0,-8.697370529E0,-5.031902313E0,2.737178802E-1,1.005182653E1
2.107553561E0,-9.027091026E0,-4.865574837E0,3.440961838E-1,1.026063317E1
2.112588962E0,-9.153077126E0,-4.871603966E0,7.553513050E-1,1.039624459E1
2.117624362E0,-9.083790779E0,-4.839252472E0,1.440027237E0,1.039265596E1
2.122659763E0,-8.873376846E0,-4.670495033E0,2.063350677E0,1.023756595E1
2.127725681E0,-8.471440315E0,-4.501707077E0,2.533331394E0,9.922118502E0
2.132761081E0,-7.998156071E0,-4.298679352E0,2.754696131E0,9.488808960E0
2.137826999E0,-7.495311737E0,-4.333436012E0,2.837341070E0,9.110920374E0
2.142862399E0,-6.928854465E0,-4.602053642E0,2.912797928E0,8.813189757E0
2.147897800E0,-6.417390347E0,-4.795239449E0,2.748900414E0,8.469573408E0
2.152963718E0,-6.213982582E0,-4.757274628E0,2.383155107E0,8.180749946E0
2.157999118E0,-6.173420906E0,-4.413599968E0,1.778187633E0,7.794417337E0
2.163034518E0,-6.287838936E0,-3.983922958E0,9.389424324E-1,7.502677756E0
2.168100436E0,-6.313797951E0,-3.813951492E0,2.206600904E-1,7.379631524E0
2.173135837E0,-6.140426636E0,-3.725200653E0,-1.381801367E-1,7.183387288E0
2.178201755E0,-6.006649494E0,-3.573465347E0,-1.420286894E-1,6.990684150E0
2.183237155E0,-6.037955761E0,-3.391610146E0,-5.374705791E-2,6.925519323E0
2.188272556E0,-6.047336102E0,-3.334324837E0,-1.223675013E-1,6.906733660E0
2.193338473E0,-6.051144600E0,-3.374161720E0,-2.049738765E-1,6.931329784E0
2.198343356E0,-6.233298779E0,-3.431679726E0,5.691766739E-2,7.115734609E0
2.203409274E0,-6.617743969E0,-3.333220482E0,6.102901101E-1,7.434873774E0
2.208444675E0,-6.739641190E0,-3.269716263E0,9.835169315E-1,7.555204389E0
2.213510593E0,-6.434821606E0,-3.346675873E0,1.152220249E0,7.344030229E0
2.218545993E0,-5.678982735E0,-3.524975777E0,1.147984266E0,6.781899955E0
2.223581393E0,-4.285199642E0,-3.568691254E0,1.047755957E0,5.674177102E0
2.228647311E0,-2.546785116E0,-3.366365433E0,1.145533562E0,4.373874460E0
2.233682712E0,-3.768277168E-1,-3.126910210E0,1.641454697E0,3.551610917E0
2.238718112E0,2.414855480E0,-2.995905876E0,2.151331425E0,4.408537842E0
2.243784030E0,5.357750893E0,-2.529401779E0,2.305633545E0,6.357618582E0
2.248819431E0,8.141981125E0,-1.665888786E0,2.312973976E0,8.626522515E0
2.253885348E0,1.000553131E1,-7.089061737E-1,2.561723232E0,1.035256638E1
2.258920749E0,1.108255100E1,4.812264442E-1,2.963740349E0,1.148208485E1
2.263956149E0,1.217863083E1,1.791243076E0,3.239299536E0,1.272873372E1
2.268991550E0,1.287761688E1,3.520681858E0,3.768522501E0,1.387191332E1
2.274057468E0,1.290693283E1,5.163170338E0,3.790800333E0,1.440893508E1
2.279092868E0,1.283003044E1,6.105458260E0,3.965868235E0,1.475175964E1
2.284128268E0,1.239744759E1,6.656646729E0,4.352759838E0,1.472936423E1
2.289194186E0,1.133012962E1,7.136702061E0,4.492398739E0,1.412395129E1
2.294229587E0,1.004648018E1,7.256971836E0,4.280111313E0,1.311162679E1
2.299295505E0,9.028820992E0,7.117404938E0,3.928942204E0,1.214963573E1
2.304330905E0,8.842248917E0,6.926907539E0,3.817142248E0,1.186330430E1
2.309366306E0,9.422954559E0,6.781375408E0,3.843166828E0,1.222902516E1
2.314401706E0,9.685127258E0,7.207347393E0,4.434703350E0,1.286134286E1
2.319437106E0,9.757846832E0,7.735808372E0,5.540478230E0,1.362920412E1
2.324472507E0,9.399492264E0,8.205900192E0,6.232218742E0,1.394732244E1
2.329538425E0,9.093799591E0,8.906456947E0,6.397156239E0,1.424590377E1
2.334573825E0,8.414920807E0,9.535392761E0,6.025559425E0,1.407273867E1
2.339609225E0,8.043470383E0,1.030131149E1,6.011919022E0,1.438602115E1
2.344675143E0,8.360315323E0,1.063535881E1,6.459199905E0,1.499089700E1
2.349710544E0,8.629791260E0,1.094708538E1,6.860173702E0,1.553621443E1
2.354745944E0,8.797206879E0,1.123136330E1,6.918872356E0,1.585576126E1
2.359781345E0,8.632892609E0,1.135336304E1,6.689686775E0,1.575365342E1
2.364847263E0,8.915235519E0,1.155816078E1,7.159887314E0,1.625842832E1
2.369913181E0,1.026158905E1,1.180953217E1,8.688978195E0,1.789591020E1
2.374979098E0,1.162171364E1,1.215590572E1,1.028804684E1,1.971482132E1
2.380014499E0,1.283753586E1,1.213858986E1,1.142170715E1,2.103813407E1
2.385049899E0,1.434526062E1,1.162728596E1,1.323515320E1,2.271892518E1
2.390085300E0,1.480398369E1,1.159947300E1,1.497055435E1,2.403795342E1
2.395151218E0,1.566098785E1,1.208757973E1,1.543490601E1,2.509207938E1
2.400186618E0,1.669977760E1,1.214978409E1,1.405916214E1,2.498319166E1
2.405252536E0,1.714095116E1,1.186787605E1,1.165112877E1,2.388320519E1
2.410257419E0,1.737601471E1,1.169842911E1,9.019961357E0,2.280655243E1
2.415292819E0,1.754721451E1,1.159134102E1,6.602272034E0,2.204209427E1
2.420358737E0,1.747881889E1,1.159946632E1,4.536007404E0,2.146234125E1
2.425424655E0,1.788850594E1,1.137613106E1,3.019834518E0,2.141341642E1
2.430460056E0,1.779581833E1,1.097884178E1,1.932510376E0,2.099906458E1
2.435495456E0,1.693659401E1,1.031287956E1,1.020620823E0,1.985561302E1
2.440561374E0,1.601318359E1,9.866778374E0,1.452522278E-1,1.880947800E1
2.445596774E0,1.525493050E1,9.364475250E0,-6.365623474E-1,1.791121193E1
2.450632175E0,1.426042557E1,8.808961868E0,-1.279757500E0,1.681057185E1
2.455698093E0,1.317380714E1,8.360380173E0,-1.715375900E0,1.569674061E1
2.460733493E0,9.582067490E0,7.533826828E0,-2.117274761E0,1.237163758E1
2.465768893E0,1.014775085E1,6.430284023E0,-3.139143944E0,1.241690882E1
2.470834811E0,1.049464893E1,7.139933586E0,-6.313776016E0,1.417674418E1
2.475870212E0,9.181338310E0,6.943438530E0,-3.499511719E0,1.203141280E1
2.480936130E0,8.882537842E0,4.549260616E0,-5.619659424E-1,9.995551830E0
2.485971530E0,8.281343460E0,5.006122589E0,2.834043503E-1,9.681024270E0
2.491006931E0,6.886894703E0,4.945164680E0,1.078022957E0,8.546701461E0
2.496042331E0,4.670050621E0,3.809699059E0,1.463017464E0,6.201902919E0
2.501108249E0,4.548102856E0,3.228096008E0,1.116832733E0,5.687983718E0
2.506143649E0,5.487555027E0,3.601456642E0,1.622446060E0,6.761366825E0
2.511179050E0,7.019723892E0,3.935859680E0,1.919301033E0,8.273525935E0
2.516244968E0,8.034215927E0,4.257915974E0,2.456949711E0,9.418868079E0
2.521280368E0,8.214426041E0,4.075549603E0,2.541436672E0,9.515555690E0
2.526315768E0,8.307241440E0,3.784749508E0,2.947617531E0,9.592863925E0
2.531381686E0,8.178649902E0,3.400158405E0,3.385831356E0,9.482364968E0
2.536417087E0,7.986668110E0,2.477741241E0,3.238640785E0,8.967433484E0
2.541452487E0,7.826075554E0,1.348297596E0,2.202168941E0,8.241050481E0
2.546518405E0,7.520636559E0,3.391156197E-1,4.138703346E-1,7.539646033E0
2.551553806E0,7.125419140E0,-5.395112038E-1,-1.439740658E0,7.289411733E0
2.556619723E0,6.663906097E0,-1.199450493E0,-2.845023155E0,7.344418473E0
2.561655124E0,6.210939884E0,-1.835202217E0,-3.548686028E0,7.384911235E0
2.566690524E0,5.727078915E0,-2.492048264E0,-3.579609394E0,7.198843022E0
2.571725925E0,5.083008289E0,-3.064725876E0,-3.323810101E0,6.802737063E0
2.576791843E0,4.525971889E0,-3.682917595E0,-3.023428917E0,6.571866247E0
2.581827243E0,4.125302315E0,-4.340327263E0,-2.757599354E0,6.592489221E0
2.586862643E0,3.733066559E0,-5.020787239E0,-2.592270851E0,6.772293452E0
2.591928561E0,3.418864250E0,-5.657716751E0,-2.526141167E0,7.076706917E0
2.596963962E0,3.313542366E0,-6.445717812E0,-2.538678169E0,7.679305175E0
2.601999362E0,3.395824432E0,-7.220198631E0,-2.613771915E0,8.396111926E0
2.607065280E0,3.625479221E0,-7.862060547E0,-2.651760101E0,9.054718508E0
2.612100681E0,3.803256035E0,-8.293859482E0,-2.555047035E0,9.475290334E0
2.617166598E0,3.945152760E0,-8.780014992E0,-2.282908916E0,9.892652156E0
2.622201999E0,4.060709000E0,-9.425139427E0,-1.813150644E0,1.042161821E1
2.627237399E0,4.056727886E0,-9.941200256E0,-1.174375772E0,1.080109541E1
2.632303317E0,4.014843464E0,-1.048755360E1,-3.879022598E-1,1.123646816E1
2.637338718E0,3.878294468E0,-1.103799629E1,4.430189133E-1,1.170789460E1
2.642374118E0,3.730874538E0,-1.145283413E1,1.118288994E0,1.209699982E1
2.647440036E0,3.508603573E0,-1.176678371E1,1.384696960E0,1.235657249E1
2.652475436E0,3.310299873E0,-1.223018265E1,1.680207253E0,1.278117949E1
2.657510837E0,3.265419006E0,-1.272124195E1,1.971907854E0,1.328086513E1
2.662546237E0,3.213833094E0,-1.326176357E1,2.203362465E0,1.382236964E1
2.667612155E0,3.165843725E0,-1.392159843E1,2.356868029E0,1.447025557E1
2.672647556E0,3.063128710E0,-1.442511845E1,2.327234983E0,1.492926061E1
2.677713473E0,2.893400192E0,-1.484749985E1,2.158635378E0,1.528004329E1
2.682748874E0,2.964263439E0,-1.551766491E1,1.813963890E0,1.590205166E1
2.687784274E0,2.884597301E0,-1.598356342E1,1.455734253E0,1.630688086E1
2.692819675E0,2.840649605E0,-1.632605934E1,1.044333458E0,1.660422043E1
2.697885593E0,2.782876492E0,-1.656163597E1,5.160384178E-1,1.680174048E1
2.702920993E0,2.574111223E0,-1.680831337E1,-4.009675980E-2,1.700432459E1
2.707986911E0,2.278970480E0,-1.690116501E1,-5.426344872E-1,1.706275292E1
2.713022311E0,1.982834578E0,-1.688690186E1,-8.454194069E-1,1.702391909E1
2.718057712E0,1.734383583E0,-1.691626358E1,-7.782173157E-1,1.702274015E1
2.723093112E0,1.585721254E0,-1.691968346E1,-4.716665745E-1,1.700037263E1
2.728159030E0,1.474705577E0,-1.692150116E1,2.001523972E-2,1.698565155E1
2.733194431E0,1.401295304E0,-1.693120956E1,6.762390137E-1,1.700255231E1
2.738229831E0,1.308156133E0,-1.677758026E1,1.296803236E0,1.687839360E1
2.743295749E0,1.171062350E0,-1.649508095E1,1.861073017E0,1.664099382E1
2.748331149E0,1.060658455E0,-1.612691307E1,2.148886681E0,1.630398833E1
2.753366550E0,1.128925204E0,-1.588625336E1,2.018725872E0,1.605374635E1
2.758432468E0,1.207782984E0,-1.565582848E1,1.849107027E0,1.581084760E1
2.763467868E0,1.320775747E0,-1.545448303E1,1.591528893E0,1.559225637E1
2.768533786E0,1.480690718E0,-1.525379086E1,1.282043934E0,1.537901873E1
2.773569186E0,1.800431013E0,-1.505832100E1,8.882608414E-1,1.519156313E1
2.778604587E0,2.244322538E0,-1.484414482E1,4.089922905E-1,1.501841849E1
2.783670505E0,2.499904871E0,-1.446073818E1,1.513185501E-1,1.467601344E1
2.788705905E0,2.403738976E0,-1.404942417E1,3.268404007E-1,1.425731760E1
2.793741306E0,2.220318079E0,-1.374452496E1,7.539107800E-1,1.394310439E1
2.798807223E0,1.783689022E0,-1.345310783E1,1.122809887E0,1.361720819E1
2.803842624E0,1.136899471E0,-1.302738571E1,1.473143935E0,1.315961519E1
2.808878024E0,2.406705618E-1,-1.250383759E1,1.679546118E0,1.261842906E1
2.813913425E0,-7.966004610E-1,-1.195681953E1,1.512918234E0,1.207845302E1
2.818979343E0,-1.763405442E0,-1.154159069E1,1.087780714E0,1.172608977E1
2.824014743E0,-2.667085171E0,-1.110235596E1,5.083043575E-1,1.142952424E1
2.829080661E0,-3.394157410E0,-1.069864750E1,2.916193008E-2,1.122417985E1
2.834116061E0,-3.973914146E0,-1.034445667E1,-6.836354733E-1,1.110257335E1
2.839151462E0,-4.448784351E0,-9.991580009E0,-1.401886821E0,1.102672390E1
2.844217380E0,-4.959285259E0,-9.610980988E0,-1.964704037E0,1.099206658E1
2.849252780E0,-5.444008827E0,-9.305146217E0,-2.161272526E0,1.099518427E1
2.854288181E0,-5.893886566E0,-8.958965302E0,-2.005261898E0,1.090972197E1
2.859354098E0,-6.290839672E0,-8.524642944E0,-1.609882116E0,1.071615237E1
2.864389499E0,-6.627686501E0,-8.050427437E0,-9.097862244E-1,1.046724994E1
2.869424899E0,-6.862853050E0,-7.648975372E0,-2.436115742E-1,1.027934447E1
2.874490817E0,-7.076542854E0,-7.160259247E0,2.606079578E-1,1.007048597E1
2.879526218E0,-7.520623684E0,-6.450998306E0,4.710807800E-1,9.919530072E0
2.884561618E0,-8.033905029E0,-5.788991928E0,2.206122875E-1,9.904783054E0
2.889627536E0,-8.566873550E0,-5.130408287E0,-1.739780903E-1,9.987125712E0
2.894662936E0,-9.339912415E0,-4.474724770E0,-1.535279751E-1,1.035763952E1
2.899698337E0,-1.036592674E1,-3.749420166E0,5.928113461E-1,1.103911292E1
2.904764255E0,-1.156141949E1,-2.908792496E0,2.063622475E0,1.209900955E1
2.909799655E0,-1.279326439E1,-2.166664124E0,3.683318615E0,1.348810154E1
2.914835056E0,-1.372969055E1,-1.626269341E0,5.124496460E0,1.474481667E1
2.919900973E0,-1.453303242E1,-1.134918213E0,6.330423355E0,1.589249290E1
2.924905856E0,-1.509457874E1,-6.346435547E-1,7.206663132E0,1.673872974E1
2.929971774E0,-1.541460323E1,-8.484172821E-2,7.849024773E0,1.729810339E1
2.935037692E0,-1.533846569E1,3.623418808E-1,8.060335159E0,1.733115184E1
2.940073093E0,-1.477245712E1,8.594408035E-1,7.413944244E0,1.655085186E1
2.945108493E0,-1.373444271E1,1.301910400E0,6.152627468E0,1.510578406E1
2.950174411E0,-1.232841015E1,1.786849976E0,4.864177227E0,1.337321015E1
2.955209811E0,-1.078630352E1,2.458317757E0,3.857874870E0,1.171626512E1
2.960245212E0,-9.202134132E0,2.863117218E0,3.035054207E0,1.010387385E1
2.965311130E0,-7.703650951E0,3.425572395E0,2.372450829E0,8.758384962E0
2.970346530E0,-6.155947685E0,4.033086777E0,1.741398335E0,7.562668115E0
2.975381931E0,-4.545809746E0,4.581148148E0,1.267868996E0,6.577141962E0
2.980447848E0,-2.933773041E0,4.884040833E0,7.552919388E-1,5.747290233E0
2.985483249E0,-1.803190708E0,5.488938332E0,3.656558990E-1,5.789097078E0
2.990518649E0,3.227370083E-1,6.042006493E0,3.138046265E-1,6.058751932E0
2.995584567E0,1.930565357E0,6.481344223E0,6.639432907E-2,6.763084632E0
3.000619968E0,3.303825617E0,6.346503258E0,2.146592140E-1,7.158173362E0
3.005655368E0,4.870958328E0,6.441320419E0,3.899965286E-1,8.085106126E0
3.010721286E0,6.019728661E0,6.846371651E0,6.357712746E-1,9.138607281E0
3.015756686E0,6.769434452E0,7.215117455E0,1.004594803E0,9.944464460E0
3.020761569E0,7.151981831E0,7.377104759E0,1.716882229E0,1.041730307E1
3.025796970E0,7.254135609E0,7.533372879E0,2.432333946E0,1.073733853E1
3.030862888E0,7.110563278E0,7.616014481E0,3.266727924E0,1.091949166E1
3.035928806E0,6.509656429E0,7.540380001E0,3.970090389E0,1.072355235E1
3.040994723E0,5.543283463E0,7.346960068E0,4.418595791E0,1.020929981E1
3.046030124E0,4.367345333E0,6.978284836E0,4.729963779E0,9.494352103E0
3.051065524E0,3.129372358E0,6.466550350E0,5.266630173E0,8.907672994E0
3.056131442E0,1.569049358E0,6.046091557E0,5.968595028E0,8.639517672E0
3.061166843E0,3.995057940E-2,5.653126240E0,6.844256401E0,8.877121043E0
3.066202243E0,-1.224619508E0,5.275029659E0,7.692730904E0,9.407642617E0
3.071268161E0,-2.259160280E0,4.896290302E0,8.344945908E0,9.935571755E0
3.076303561E0,-3.088999987E0,4.553091526E0,8.812005997E0,1.038864828E1
3.081338962E0,-3.772797823E0,4.268074036E0,9.003847122E0,1.065456345E1
3.086404880E0,-4.280189514E0,4.097613811E0,8.892344475E0,1.068570313E1
3.091440280E0,-4.551194668E0,3.952401161E0,8.439920425E0,1.037145624E1
3.096475681E0,-4.540713310E0,3.763392925E0,7.684858322E0,9.687014561E0
3.101541598E0,-4.240902901E0,3.562405109E0,6.572185040E0,8.594742798E0
3.106576999E0,-3.558003187E0,3.259971619E0,5.354998112E0,7.208523178E0
3.111612399E0,-2.469580173E0,2.858050823E0,3.798058510E0,5.356540785E0
3.116647800E0,-1.200962067E0,2.627007961E0,1.935790062E0,3.477177574E0
3.121683200E0,1.955373287E-1,2.566941738E0,1.390795708E-1,2.578132631E0
3.126749118E0,1.611391425E0,2.548614025E0,-1.336609840E0,3.298263428E0
3.131815036E0,2.925810814E0,2.619979858E0,-2.437417507E0,4.622301102E0
3.136850436E0,3.899817228E0,2.724968433E0,-2.934054852E0,5.589517443E0
3.141885837E0,4.431439877E0,2.755913258E0,-2.975925446E0,6.007399564E0
3.146951755E0,4.487349987E0,2.621538639E0,-2.831171513E0,5.918133733E0
3.151987155E0,4.096405506E0,2.426801682E0,-2.602556229E0,5.426159175E0
3.157022556E0,3.420023680E0,2.142580032E0,-2.418809414E0,4.705087687E0
3.162088473E0,2.545830250E0,1.926434040E0,-2.284405231E0,3.925672813E0
3.167123874E0,1.710625648E0,1.632215023E0,-2.003046989E0,3.098800289E0
3.172159274E0,9.588869810E-1,1.226707458E0,-1.725750446E0,2.324325716E0
3.177225192E0,2.533169985E-1,9.399423599E-1,-1.644286633E0,1.910847893E0
3.182260593E0,-3.037784100E-1,6.788630486E-1,-1.385880947E0,1.572832591E0
3.187295993E0,-7.470472455E-1,4.909906387E-1,-9.552931786E-1,1.308333463E0
3.192361911E0,-1.025996447E0,3.327722549E-1,-4.382872581E-1,1.164260195E0
3.197397311E0,-1.283377767E0,2.912507057E-1,1.930074692E-1,1.330089226E0
3.202432712E0,-1.476889729E0,5.384588242E-2,6.918768883E-1,1.631807673E0
3.207498630E0,-1.324195504E0,-1.959939003E-1,8.230357170E-1,1.571399101E0
3.212534030E0,-1.099652886E0,-4.462242126E-3,8.362240791E-1,1.381494514E0
3.217569431E0,-8.005207181E-1,2.286138535E-1,5.140600204E-1,9.784454092E-1
3.222635348E0,-4.647631049E-1,1.881656647E-1,-2.606692314E-1,5.651190222E-1
3.227670749E0,-1.819746047E-1,7.421636581E-2,-8.887538910E-1,9.102232168E-1
3.232706149E0,3.707457185E-1,5.270528793E-2,-1.106219769E0,1.167883732E0
3.237741550E0,9.614009857E-1,8.996200562E-2,-9.353156090E-1,1.344321504E0
3.242807468E0,1.134716511E0,2.428526878E-1,-5.675115585E-1,1.291753985E0
3.247842868E0,1.181173682E0,4.626412392E-1,-2.126588821E-1,1.286247248E0
3.252908786E0,1.228278279E0,6.338686943E-1,8.209943771E-2,1.384628965E0
3.257944186E0,1.212656975E0,7.606148720E-1,2.841925621E-1,1.459396223E0
3.262979587E0,1.057814837E0,9.431734085E-1,2.529253960E-1,1.439624799E0
3.268045505E0,6.970173120E-1,1.301483154E0,-5.253839493E-2,1.477312363E0
3.273080905E0,1.566118002E-1,1.704566479E0,-6.015095711E-1,1.814356057E0
3.278116306E0,-4.386737645E-1,1.974629879E0,-1.110867977E0,2.307731677E0
3.283182223E0,-9.812487960E-1,2.149216652E0,-1.453118801E0,2.773722349E0
3.288217624E0,-1.575261354E0,2.262288094E0,-1.396773815E0,3.090367752E0
3.293253024E0,-2.191035748E0,2.421416283E0,-1.090280533E0,3.442761406E0
3.298318942E0,-2.541033745E0,2.556733131E0,-6.049923897E-1,3.655099532E0
3.303354343E0,-2.602308512E0,2.648018837E0,-1.237864494E-1,3.714745810E0
3.308389743E0,-2.270236254E0,2.780781269E0,-4.997873306E-2,3.590155287E0
3.313455661E0,-1.139682770E0,3.173777103E0,-1.634742737E0,3.747548763E0
3.318491061E0,-1.348437428E0,3.122840881E0,-1.590561390E0,3.755037177E0
3.323526462E0,-5.563790798E-1,1.850530148E0,9.134416580E-1,2.137380446E0
3.328592380E0,3.467140496E-1,1.489406586E0,2.100770473E0,2.598418594E0
3.333627780E0,4.892269671E-1,1.785397053E0,2.335798264E0,2.980426008E0
3.338663181E0,1.325022578E0,1.589681625E0,3.157313824E0,3.775103056E0
3.343729098E0,2.692520618E0,1.547178268E0,4.228747845E0,5.246497518E0
3.348764499E0,1.723945379E0,1.496705055E0,4.121053219E0,4.711177488E0
3.353799899E0,2.039321899E0,9.606881142E-1,4.410974979E0,4.953630561E0
