"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.358865817E0,2.487328053E0,1.014804363E0,4.659107685E0,5.378095681E0
3.363901218E0,2.165931225E0,1.086456299E0,4.235145569E0,4.879354809E0
3.368936618E0,2.116687536E0,6.338052750E-1,3.636787415E0,4.255384583E0
3.374002536E0,2.113472223E0,3.852415085E-1,2.725179672E0,3.470126814E0
3.379037936E0,1.939039111E0,3.975214958E-1,1.618449211E0,2.556809313E0
3.384073337E0,1.487373590E0,2.394108772E-1,5.016107559E-1,1.587832207E0
3.389139255E0,1.044800282E0,-1.471443176E-1,-4.379429817E-1,1.142389222E0
3.394174655E0,8.174510002E-1,-3.393273354E-1,-1.149855137E0,1.451046524E0
3.399210056E0,6.293636560E-1,-3.032078743E-1,-1.793268681E0,1.924537915E0
3.404275973E0,5.694334507E-1,-3.680839539E-1,-2.391065121E0,2.485343570E0
3.409311374E0,5.462602973E-1,-4.747157097E-1,-2.902677059E0,2.991536299E0
3.414346774E0,5.365645885E-1,-6.582670212E-1,-3.052131176E0,3.168078557E0
3.419412692E0,5.433831811E-1,-8.350477219E-1,-2.778128624E0,2.951367248E0
3.424417575E0,7.952105403E-1,-8.376479149E-1,-2.402218342E0,2.665458083E0
3.429452975E0,1.090578318E0,-8.374843597E-1,-1.935015202E0,2.373820749E0
3.434518893E0,1.563717246E0,-9.020233154E-1,-1.460000038E0,2.321735945E0
3.439554294E0,2.039668798E0,-8.088688850E-1,-1.082476139E0,2.446685977E0
3.444589694E0,2.232889652E0,-7.427935600E-1,-9.093079567E-1,2.522772172E0
3.449625095E0,2.307069540E0,-7.564997673E-1,-8.490395546E-1,2.572106126E0
3.454691013E0,2.317754984E0,-8.284649849E-1,-7.935199738E-1,2.586119940E0
3.459756931E0,2.282639503E0,-8.967823982E-1,-5.939588547E-1,2.523380450E0
3.464792331E0,2.150539875E0,-1.031398296E0,-3.380751610E-1,2.408920716E0
3.469827731E0,1.856669903E0,-1.168530941E0,-1.043367386E-2,2.193808686E0
3.474863132E0,1.366332293E0,-1.232130051E0,1.554341316E-1,1.846393285E0
3.479929050E0,8.337021470E-1,-1.279711246E0,9.308052063E-2,1.530158203E0
3.484964450E0,3.467270732E-1,-1.318133354E0,-1.807780266E-1,1.374909414E0
3.490030368E0,-5.610769987E-2,-1.457220078E0,-5.130624771E-1,1.545920934E0
3.495096286E0,-4.006115794E-1,-1.531140327E0,-8.378219604E-1,1.790761284E0
3.500131686E0,-6.216667295E-1,-1.544130325E0,-1.081883430E0,1.985265660E0
3.505167087E0,-7.669960856E-1,-1.529765129E0,-1.168928623E0,2.072404032E0
3.510233005E0,-9.199540019E-1,-1.526386261E0,-1.216336727E0,2.157694468E0
3.515268405E0,-1.089524388E0,-1.493312836E0,-1.202767372E0,2.205378872E0
3.520303806E0,-1.206461906E0,-1.423568726E0,-1.089873791E0,2.161000492E0
3.525369723E0,-1.273283243E0,-1.382044792E0,-9.180254936E-1,2.091427463E0
3.530405124E0,-1.340271950E0,-1.347255707E0,-8.043584824E-1,2.063593809E0
3.535440524E0,-1.364854813E0,-1.319494247E0,-7.483201027E-1,2.040557940E0
3.540506442E0,-1.342719555E0,-1.296558380E0,-6.346635818E-1,1.971486063E0
3.545541843E0,-1.275984764E0,-1.299864769E0,-4.564990997E-1,1.877811749E0
3.550577243E0,-1.150363803E0,-1.279327393E0,-3.212881088E-1,1.750211846E0
3.555643161E0,-9.202233553E-1,-1.271056175E0,-2.980294228E-1,1.597252754E0
3.560678561E0,-5.892870426E-1,-1.186360359E0,-4.348807335E-1,1.394213532E0
3.565713962E0,-1.420849562E-1,-1.070578575E0,-6.508812904E-1,1.260941345E0
3.570779880E0,4.650951624E-1,-9.352788925E-1,-1.004128456E0,1.448907890E0
3.575815280E0,1.202703118E0,-6.770124435E-1,-1.455094337E0,2.005527405E0
3.580850681E0,1.745481968E0,-5.227060318E-1,-1.820644855E0,2.575786596E0
3.585916598E0,1.906340718E0,-3.977851868E-1,-1.915242672E0,2.731395702E0
3.590951999E0,1.740699053E0,-3.735752106E-1,-1.782750607E0,2.519482359E0
3.595987399E0,1.386488199E0,-3.759479523E-1,-1.666884899E0,2.200498047E0
3.601053317E0,9.089170694E-1,-4.072647095E-1,-1.571950436E0,1.860919922E0
3.606088718E0,4.392386675E-1,-5.297412872E-1,-1.267657757E0,1.442398221E0
3.611124118E0,-6.335294247E-2,-6.240797043E-1,-7.699623108E-1,9.931420002E-1
3.616190036E0,-5.555856228E-1,-6.240940094E-1,-3.430895805E-1,9.032603042E-1
3.621225436E0,-8.509112000E-1,-5.495290756E-1,-7.194280624E-2,1.015484044E0
3.626260837E0,-1.074859381E0,-4.939079285E-1,1.110005379E-1,1.188103047E0
3.631326755E0,-1.230114698E0,-5.052099228E-1,2.658457756E-1,1.356131710E0
3.636362155E0,-1.302329779E0,-4.950275421E-1,4.071550369E-1,1.451513122E0
3.641397556E0,-1.249974370E0,-4.802618027E-1,5.899324417E-1,1.463252408E0
3.646463473E0,-1.155505419E0,-4.394397736E-1,6.059522629E-1,1.376763681E0
3.651498874E0,-1.029740214E0,-3.942537308E-1,5.654006004E-1,1.239144363E0
3.656534274E0,-9.358303547E-1,-3.588590622E-1,4.583272934E-1,1.102098992E0
3.661600192E0,-8.296488523E-1,-3.762588501E-1,4.376387596E-1,1.010651089E0
3.666635593E0,-7.488462925E-1,-3.772563934E-1,4.770884514E-1,9.647313339E-1
3.671670993E0,-7.624502182E-1,-4.072971344E-1,5.574579239E-1,1.028581853E0
3.676736911E0,-7.703678608E-1,-3.898124695E-1,6.069712639E-1,1.055383588E0
3.681772311E0,-7.277851701E-1,-2.771711349E-1,7.120385170E-1,1.055222224E0
3.686807712E0,-6.137369871E-1,-1.867227554E-1,7.388162613E-1,9.784620303E-1
3.691873630E0,-4.905230999E-1,-1.470584869E-1,7.232031822E-1,8.861500736E-1
3.696909030E0,-3.653379083E-1,-4.810810089E-2,6.628241539E-1,7.583680080E-1
3.701944431E0,-1.638661027E-1,4.939079285E-3,5.504245758E-1,5.743202136E-1
3.707010348E0,8.884310722E-3,8.641338348E-2,5.173206329E-1,5.245634767E-1
3.712045749E0,1.367782950E-1,2.371091843E-1,4.722194672E-1,5.458207512E-1
3.717081149E0,1.628456116E-1,3.829870224E-1,4.123911858E-1,5.858875682E-1
3.722116550E0,1.326224208E-1,4.263296127E-1,3.757324219E-1,5.835413422E-1
3.727182468E0,4.156184196E-2,4.104156494E-1,3.333864212E-1,5.303912686E-1
3.732217868E0,-8.386367559E-2,3.877983093E-1,3.715586662E-1,5.435774896E-1
3.737283786E0,-2.251158357E-1,4.229135513E-1,3.876404762E-1,6.162776567E-1
3.742319186E0,-3.595607877E-1,4.461202621E-1,3.582420349E-1,6.757548401E-1
3.747354587E0,-4.254515171E-1,4.404926300E-1,3.817958832E-1,7.216722573E-1
3.752420505E0,-4.066739082E-1,4.514284134E-1,3.986344337E-1,7.266916071E-1
3.757455905E0,-2.745876312E-1,4.499235153E-1,4.067382812E-1,6.657819210E-1
3.762491306E0,-7.633125782E-2,4.861097336E-1,4.850640297E-1,6.909531438E-1
3.767557223E0,1.118841171E-1,5.528383255E-1,3.727183342E-1,6.760674718E-1
3.772592624E0,3.746991754E-1,6.142549515E-1,2.179722786E-1,7.518115001E-1
3.777628024E0,5.716964006E-1,6.394252777E-1,1.831951141E-1,8.770757722E-1
3.782693942E0,6.361840367E-1,6.357631683E-1,1.699032784E-1,9.153098157E-1
3.787729343E0,6.253744960E-1,6.080484390E-1,1.758217812E-1,8.897918089E-1
3.792764743E0,5.559963584E-1,5.680284500E-1,2.514142990E-1,8.336650528E-1
3.797830661E0,3.775750995E-1,5.228691101E-1,3.034720421E-1,7.127765024E-1
3.802866061E0,1.205932498E-1,4.415168762E-1,3.488073349E-1,5.754532481E-1
3.807901462E0,-1.483792663E-1,3.789787292E-1,3.995242119E-1,5.703164733E-1
3.812967380E0,-3.389025927E-1,2.490816116E-1,4.222612381E-1,5.959875584E-1
3.817972263E0,-4.134037495E-1,1.381616592E-1,4.790754318E-1,6.476917272E-1
3.823007663E0,-4.104185104E-1,1.417217255E-1,4.840221405E-1,6.502352141E-1
3.828073581E0,-2.653220892E-1,1.209707260E-1,4.609708786E-1,5.454574947E-1
3.833139499E0,2.250850201E-2,1.428928375E-1,3.883533478E-1,4.144192544E-1
3.838174899E0,3.080909848E-1,1.717195511E-1,2.826194763E-1,4.519750298E-1
3.843240817E0,4.895138144E-1,1.813383102E-1,2.606077194E-1,5.834584310E-1
3.848276218E0,5.316474438E-1,1.766233444E-1,1.857309341E-1,5.902040242E-1
3.853311618E0,4.269080758E-1,1.409044266E-1,2.087106705E-1,4.956457471E-1
3.858377536E0,2.847556472E-1,8.390903473E-2,2.480521202E-1,3.868544417E-1
3.863412936E0,1.591100097E-1,1.261901855E-2,3.974447250E-1,4.282960942E-1
3.868448337E0,1.068469882E-1,-1.347255707E-2,4.874348640E-1,4.991898791E-1
3.873514255E0,6.322133541E-2,-1.370429993E-2,5.589518547E-1,5.626827889E-1
3.878549655E0,1.027715802E-1,-7.412910461E-3,5.333232880E-1,5.431856758E-1
3.883585056E0,2.833203077E-1,5.568408966E-2,4.941706657E-1,5.723423464E-1
3.888650973E0,4.905522466E-1,1.661500931E-1,3.909687996E-1,6.489252363E-1
3.893686374E0,6.510410905E-1,2.211751938E-1,2.881512642E-1,7.455227152E-1
3.898721774E0,7.728148699E-1,2.259225845E-1,1.470127106E-1,8.184720975E-1
3.903787692E0,8.591204882E-1,1.852550507E-1,-1.471042633E-3,8.788683695E-1
3.908823093E0,7.748793364E-1,2.166376114E-1,-1.194348335E-1,8.134091959E-1
3.913858493E0,5.845731497E-1,1.912641525E-1,-2.289705276E-1,6.563042327E-1
3.918924411E0,4.387815595E-1,1.619205475E-1,-2.560458183E-1,5.332044464E-1
3.923929294E0,2.004346251E-1,1.190471649E-1,-1.767497063E-1,2.925520895E-1
3.928995212E0,-5.154812336E-2,3.383541107E-2,-1.702809334E-1,1.811011881E-1
3.934061130E0,-2.754514217E-1,-6.971263885E-2,-1.886563301E-1,3.410638483E-1
3.939096530E0,-4.315891862E-1,-1.198444366E-1,-1.193518639E-1,4.635480364E-1
3.944131931E0,-4.893790781E-1,-1.359577179E-1,-5.206584930E-3,5.079404411E-1
3.949197848E0,-4.924786389E-1,-1.613349915E-1,1.205892563E-1,5.320770226E-1
3.954233249E0,-4.537653029E-1,-9.091281891E-2,2.200064659E-1,5.124167599E-1
3.959268649E0,-4.042234719E-1,-5.173015594E-2,2.407269478E-1,4.733097164E-1
3.964334567E0,-3.532536626E-1,8.766174316E-3,3.335804939E-1,4.859433525E-1
3.969369968E0,-3.417347372E-1,8.095741272E-2,3.836941719E-1,5.201518536E-1
3.974405368E0,-3.859616518E-1,1.120176315E-1,3.484010696E-1,5.318812384E-1
3.979471286E0,-5.192074180E-1,1.380405426E-1,1.653342247E-1,5.621093667E-1
3.984506686E0,-6.245566607E-1,1.902141571E-1,-2.674865723E-2,6.534278373E-1
3.989542087E0,-6.420292854E-1,1.729393005E-1,-1.514496803E-1,6.819432606E-1
3.994608005E0,-6.483379602E-1,1.772851944E-1,-2.424726486E-1,7.145384078E-1
3.999643405E0,-5.477597713E-1,2.653865814E-1,-3.644409180E-1,7.094279297E-1
4.004678806E0,-4.232195020E-1,3.583621979E-1,-5.390825272E-1,7.734004026E-1
4.009744723E0,-2.617276311E-1,4.445600510E-1,-6.399793625E-1,8.220149489E-1
4.014780124E0,-5.537540838E-2,5.933694839E-1,-7.294659615E-1,9.419524241E-1
4.019815524E0,1.944992542E-1,7.547197342E-1,-8.676452637E-1,1.166293334E0
4.024881442E0,3.908846676E-1,9.239273071E-1,-9.732003212E-1,1.397695016E0
4.029916843E0,5.556383729E-1,1.041263580E0,-1.046234608E0,1.577203443E0
4.034952243E0,6.080189943E-1,1.104588509E0,-9.936513901E-1,1.605349169E0
4.040018161E0,4.618629813E-1,1.159502029E0,-7.654633522E-1,1.464136781E0
4.045053561E0,2.204468995E-1,1.208030701E0,-4.306306839E-1,1.301298504E0
4.050088962E0,-7.044912875E-2,1.141893387E0,-5.771827698E-2,1.145519527E0
4.055154880E0,-3.759743869E-1,1.049201012E0,2.391028404E-1,1.139890201E0
4.060190280E0,-6.002613306E-1,9.939041138E-1,3.530564308E-1,1.213592970E0
4.065225681E0,-7.082122564E-1,9.541988373E-1,4.949989319E-1,1.287277734E0
4.070291598E0,-8.110253811E-1,1.082751274E0,5.958638191E-1,1.478230761E0
4.075326999E0,-8.240602016E-1,1.283806801E0,6.338214874E-1,1.651957867E0
4.080362399E0,-9.170753956E-1,1.567080498E0,5.320315361E-1,1.892042844E0
4.085428317E0,-1.074573040E0,1.939892769E0,2.855396271E-1,2.235939188E0
4.090463718E0,-1.334078193E0,2.361753464E0,1.380844116E-1,2.716010190E0
4.095499118E0,-1.584953666E0,2.703581810E0,1.061000824E-1,3.135712033E0
4.100534518E0,-1.820317507E0,2.965365410E0,1.250386238E-1,3.481749919E0
4.105600436E0,-1.997498512E0,3.209099770E0,1.042413712E-1,3.781426702E0
4.110635837E0,-1.990258574E0,3.413374901E0,8.665561676E-2,3.952185042E0
4.115701755E0,-1.887183666E0,3.477833748E0,1.487512589E-1,3.959661186E0
4.120737155E0,-1.623300433E0,3.500775337E0,3.501353264E-1,3.874677665E0
4.125772556E0,-1.299185514E0,3.436691284E0,5.665335655E-1,3.717484400E0
4.130838473E0,-8.716911674E-1,3.405282021E0,7.453041077E-1,3.593225479E0
4.135873874E0,-3.329824805E-1,3.351677895E0,8.576784134E-1,3.475663146E0
4.140909274E0,2.769911885E-1,3.335611343E0,9.398198128E-1,3.476533968E0
4.145975192E0,7.679348588E-1,3.294702530E0,1.212085247E0,3.593596994E0
4.151010593E0,1.136338234E0,3.166759491E0,1.425770760E0,3.654100781E0
4.156045993E0,1.413949251E0,3.085449219E0,1.531318188E0,3.723464080E0
4.161111911E0,1.572752476E0,2.985624313E0,1.512876511E0,3.698147946E0
4.166147311E0,1.601490855E0,2.843595505E0,1.375211716E0,3.541470827E0
4.171182712E0,1.593723774E0,2.659659386E0,1.206619263E0,3.327111895E0
4.176248630E0,1.606451511E0,2.426826477E0,1.095413208E0,3.109678971E0
4.181284030E0,1.474662066E0,2.147959709E0,1.100763321E0,2.828434021E0
4.186319431E0,1.200487614E0,1.873334885E0,1.167510033E0,2.512694525E0
4.191385348E0,9.725066423E-1,1.552199364E0,1.382421970E0,2.294816450E0
4.196420749E0,6.565275788E-1,1.191915512E0,1.630401611E0,2.123652623E0
4.201456149E0,4.359425306E-1,7.730846405E-1,1.746878624E0,1.959410799E0
4.206522067E0,3.164152801E-1,5.014476776E-1,1.610058308E0,1.715766930E0
4.211557468E0,1.868591309E-1,2.294893265E-1,1.426855564E0,1.457222868E0
4.216592868E0,2.809282541E-1,-1.429691315E-1,1.271173000E0,1.309672346E0
4.221628268E0,4.313285351E-1,-4.361562729E-1,1.044480324E0,1.211286814E0
4.226694186E0,5.906211138E-1,-6.237335205E-1,8.376007080E-1,1.199771541E0
4.231729587E0,6.904878020E-1,-8.606138229E-1,6.185221672E-1,1.264910759E0
4.236795505E0,7.362447381E-1,-1.142001152E0,3.562254906E-1,1.404677737E0
4.241830905E0,7.171727419E-1,-1.383557320E0,1.765689850E-1,1.568357168E0
4.246866306E0,6.147722602E-1,-1.681123734E0,-2.076625824E-2,1.790126581E0
4.251932223E0,5.182346702E-1,-2.018105507E0,-1.708827019E-1,2.090578367E0
4.256967624E0,5.289269686E-1,-2.255238533E0,-4.086799622E-1,2.352208301E0
4.262003024E0,5.445356965E-1,-2.395057678E0,-7.627754211E-1,2.571895556E0
4.267038425E0,5.893865228E-1,-2.513878822E0,-1.114150524E0,2.812169020E0
4.272104343E0,6.902068257E-1,-2.621137619E0,-1.305377007E0,3.008447608E0
4.277139743E0,7.516228557E-1,-2.721400261E0,-1.392085075E0,3.147833724E0
4.282205661E0,8.069380522E-1,-2.771854401E0,-1.316823006E0,3.173066130E0
4.287241061E0,7.871959805E-1,-2.801358223E0,-1.122683048E0,3.118926519E0
4.292276462E0,7.497004271E-1,-2.862710953E0,-9.076356888E-1,3.095313760E0
4.297342380E0,8.800809383E-1,-2.972788811E0,-7.049074173E-1,3.179451248E0
4.302377780E0,9.676230550E-1,-3.079251289E0,-4.900274277E-1,3.264691373E0
4.307413181E0,8.901092410E-1,-3.239800453E0,-3.437585831E-1,3.377391212E0
4.312479098E0,9.315544963E-1,-3.433094025E0,-1.292829514E-1,3.559584589E0
4.317514499E0,9.363980889E-1,-3.534847260E0,-1.900672913E-3,3.656773187E0
4.322549899E0,8.347544670E-1,-3.643238068E0,7.197570801E-2,3.738339088E0
4.327615817E0,7.361704111E-1,-3.758271217E0,1.474919319E-1,3.832532229E0
4.332651218E0,6.542430520E-1,-3.822476387E0,2.292556763E-1,3.884831768E0
4.337686618E0,4.977313578E-1,-4.022589684E0,4.323406219E-1,4.076258417E0
4.342752536E0,2.449778169E-1,-4.109970093E0,6.493868828E-1,4.168161659E0
4.347787936E0,1.212545335E-1,-4.058808327E0,7.494606972E-1,4.129203196E0
4.352823337E0,-8.351948857E-2,-3.903026581E0,4.056425095E-1,3.924937941E0
4.357889255E0,-2.024116516E-1,-3.737895012E0,-4.769325256E-2,3.743675232E0
4.362924655E0,-1.724339575E-1,-3.764110565E0,4.449844360E-2,3.768320837E0
4.367960056E0,-1.785424054E-1,-3.606585503E0,-1.806306839E-2,3.611047307E0
4.373025973E0,-3.157033324E-1,-3.404242516E0,-3.785867691E-1,3.439747613E0
4.378061374E0,-3.112442493E-1,-3.321676254E0,-5.951542854E-1,3.388895800E0
4.383096774E0,-2.583446503E-1,-3.253390312E0,-6.107902527E-1,3.320294447E0
4.388162692E0,-2.001752257E-1,-3.068068504E0,-4.707040787E-1,3.110414249E0
4.393198093E0,2.978578210E-2,-2.897834778E0,-1.479396820E-1,2.901761489E0
4.398233493E0,3.644635677E-1,-2.774553299E0,1.770734787E-1,2.803985506E0
4.403299411E0,6.964913607E-1,-2.586638451E0,2.621679306E-1,2.691566591E0
4.408334811E0,9.330121279E-1,-2.456703186E0,2.713718414E-1,2.641882823E0
4.413370212E0,9.788813591E-1,-2.174659729E0,2.584466934E-1,2.398780596E0
4.418436130E0,9.680750370E-1,-2.027788162E0,1.353559494E-1,2.251092033E0
4.423471530E0,9.908531904E-1,-1.943634987E0,-2.037329674E-1,2.191121660E0
4.428506931E0,9.803163409E-1,-1.878602982E0,-5.105233192E-1,2.179633765E0
4.433572848E0,9.265364408E-1,-1.810800552E0,-7.066116333E-1,2.153315680E0
4.438608249E0,7.759136558E-1,-1.670092583E0,-5.950388908E-1,1.935283576E0
4.443643649E0,6.282423735E-1,-1.564186096E0,-3.960738182E-1,1.731542980E0
4.448709567E0,5.144079328E-1,-1.519713402E0,-1.782202721E-1,1.614282135E0
4.453744968E0,2.190917134E-1,-1.536365509E0,-5.173826218E-2,1.552770751E0
4.458780368E0,-8.218449354E-2,-1.511421204E0,-3.483772278E-2,1.514054825E0
4.463846286E0,-3.145854473E-1,-1.377886772E0,1.498746872E-1,1.421266471E0
4.468881686E0,-4.069166183E-1,-9.676618576E-1,4.353992939E-1,1.136452001E0
4.473917087E0,-6.418871880E-1,-5.701856613E-1,2.759473324E-1,9.018191508E-1
4.478983005E0,-8.675321341E-1,-5.250110626E-1,9.557628632E-2,1.018520224E0
4.484018405E0,-9.398806095E-1,-5.728654861E-1,2.733404636E-1,1.134136427E0
4.489053806E0,-9.877415299E-1,-4.769792557E-1,3.166003227E-1,1.141655948E0
4.494119723E0,-1.054030180E0,-2.783603668E-1,1.065573692E-1,1.095362309E0
4.499155124E0,-9.310393333E-1,-2.946796417E-1,-2.931864262E-1,1.019621798E0
4.504190524E0,-7.285727859E-1,-3.340883255E-1,-1.000104189E0,1.281655844E0
4.509256442E0,-6.707463264E-1,-1.904363632E-1,-1.737649202E0,1.872322460E0
4.514291843E0,-6.430370808E-1,3.896331787E-2,-2.126263618E0,2.221713709E0
4.519327243E0,-6.526224613E-1,2.848176956E-1,-2.284520388E0,2.392920934E0
4.524362643E0,-7.426936626E-1,4.660358429E-1,-2.185288668E0,2.354627326E0
4.529428561E0,-8.224630356E-1,6.301059723E-1,-1.885613680E0,2.151515264E0
4.534463962E0,-8.874393702E-1,8.295974731E-1,-1.505776644E0,1.934720627E0
4.539529880E0,-9.613612890E-1,1.030422211E0,-1.264368773E0,1.893307649E0
4.544565280E0,-1.024826884E0,1.134380341E0,-1.105847836E0,1.886793135E0
4.549600681E0,-8.956307173E-1,1.064671516E0,-9.331839085E-1,1.675264763E0
4.554605563E0,-7.814165354E-1,1.103772163E0,-7.275247574E-1,1.535648743E0
4.559671481E0,-7.962507010E-1,1.232072830E0,-5.209839344E-1,1.556741115E0
4.564706882E0,-8.369157314E-1,1.387386322E0,-3.999950886E-1,1.668911268E0
4.569772800E0,-7.617207766E-1,1.468979836E0,-1.191723347E-1,1.659012460E0
4.574808200E0,-7.929463387E-1,1.608509064E0,6.280350685E-2,1.794438515E0
4.579874118E0,-9.759137630E-1,1.834247589E0,9.736251831E-2,2.079988306E0
4.584909518E0,-1.093330741E0,1.954798698E0,2.762932777E-1,2.256756087E0
4.589944919E0,-1.246205807E0,2.037008286E0,4.591174126E-1,2.431711427E0
4.595010837E0,-1.523819208E0,2.293537140E0,6.106860638E-1,2.820509716E0
4.600046237E0,-1.824617147E0,2.518452644E0,8.213039637E-1,3.216577631E0
4.605081638E0,-1.961409688E0,2.699617386E0,9.835585356E-1,3.478857483E0
4.610117038E0,-1.976424694E0,3.006704330E0,1.470332503E0,3.886952942E0
4.615182956E0,-1.949480176E0,3.391511917E0,1.660359263E0,4.249661036E0
4.620248874E0,-1.710676432E0,3.645995140E0,1.367606640E0,4.253239041E0
4.625284274E0,-1.441370249E0,3.992971420E0,7.591260672E-1,4.312498272E0
4.630350192E0,-1.222820759E0,4.382237434E0,2.393852472E-1,4.555941268E0
4.635385593E0,-1.236580610E0,4.704154015E0,-3.207182884E-1,4.874531446E0
4.640420993E0,-1.351146102E0,4.980372429E0,-7.519143820E-1,5.214890273E0
4.645486911E0,-1.418867588E0,5.285043716E0,-9.947611094E-1,5.561872165E0
4.650522311E0,-1.368136406E0,5.682837486E0,-1.263234377E0,5.980150517E0
4.655557712E0,-1.084373116E0,6.051598549E0,-1.307867289E0,6.285557008E0
4.660623630E0,-9.194267988E-1,6.431973457E0,-1.125776410E0,6.594164141E0
4.665659030E0,-8.125422001E-1,6.718976974E0,-7.417947054E-1,6.808460604E0
4.670694431E0,-9.431929588E-1,6.898285866E0,-2.313530445E-1,6.966310722E0
4.675760348E0,-1.223214388E0,7.022536278E0,2.372514009E-1,7.132219671E0
4.680795749E0,-1.477387190E0,7.158909798E0,4.901691675E-1,7.326181011E0
4.685831149E0,-1.693936467E0,7.154471397E0,6.047027707E-1,7.377096121E0
4.690897067E0,-1.851245403E0,7.138716698E0,7.122712731E-1,7.409164325E0
4.695932468E0,-1.978766084E0,7.088165283E0,1.022066593E0,7.429819811E0
4.700967868E0,-2.148247957E0,6.952718735E0,1.364233255E0,7.403809794E0
4.706033786E0,-2.259245157E0,6.849792480E0,1.557876587E0,7.379080238E0
4.711069186E0,-2.365672588E0,6.652786255E0,1.667839646E0,7.255181654E0
4.716104587E0,-2.563726902E0,6.534103394E0,1.659597635E0,7.212590873E0
4.721170505E0,-2.981561661E0,6.472291946E0,1.519662857E0,7.286264350E0
4.726175388E0,-3.510951996E0,6.436459541E0,1.153272390E0,7.421915693E0
4.731241306E0,-3.979105234E0,6.620525360E0,6.273708344E-1,7.749724426E0
4.736307223E0,-4.405735016E0,6.852487564E0,2.317130566E-3,8.146600040E0
4.741342624E0,-4.990163803E0,6.962885857E0,-6.209873557E-1,8.588896293E0
4.746378024E0,-5.535626888E0,6.904475212E0,-1.007538080E0,8.906743287E0
4.751443942E0,-6.022595882E0,6.799948692E0,-1.041943073E0,9.143118109E0
4.756479343E0,-6.430694103E0,6.537275314E0,-9.236862063E-1,9.216452213E0
4.761514743E0,-6.563387871E0,5.971416473E0,-5.767119527E-1,8.892045418E0
4.766580661E0,-6.371797085E0,5.223114967E0,1.497456431E-1,8.240336875E0
4.771616061E0,-5.922114372E0,4.307264328E0,1.168770194E0,7.415523474E0
4.776651462E0,-5.242752552E0,3.490345955E0,2.253064632E0,6.689190492E0
4.781717380E0,-4.540987968E0,2.651345253E0,3.138736486E0,6.123877049E0
4.786752780E0,-4.065208912E0,1.795212746E0,3.596721649E0,5.717090075E0
4.791788181E0,-3.632493496E0,1.087796211E0,3.484952927E0,5.150068591E0
4.796854098E0,-3.213057756E0,4.459104538E-1,2.925276041E0,4.368044894E0
4.801889499E0,-2.682107210E0,-1.316146851E-1,1.913559675E0,3.297382620E0
4.806924899E0,-2.238077879E0,-4.942846298E-1,5.345059633E-1,2.353509404E0
4.811990817E0,-1.785498619E0,-7.573242188E-1,-7.051335573E-1,2.063675998E0
4.816995700E0,-1.400227070E0,-1.153388977E0,-1.584162116E0,2.408425126E0
4.822031100E0,-1.121324778E0,-1.543004990E0,-2.041815758E0,2.794144814E0
4.827097018E0,-9.699542522E-1,-1.895834923E0,-2.108913183E0,2.997084603E0
4.832162936E0,-9.705691338E-1,-2.220423698E0,-1.923210144E0,3.093707016E0
4.837198337E0,-1.023097038E0,-2.606735229E0,-1.587662220E0,3.219078662E0
4.842264255E0,-1.055245399E0,-3.046437263E0,-1.097209692E0,3.405611834E0
4.847299655E0,-1.099766731E0,-3.364430428E0,-5.300798416E-1,3.579086979E0
4.852335056E0,-1.128594875E0,-3.689549446E0,-1.013803482E-1,3.859634631E0
4.857400973E0,-1.099661350E0,-3.994929314E0,4.000973701E-2,4.143708012E0
4.862436374E0,-8.958053589E-1,-4.376152992E0,8.225393295E-2,4.467655757E0
4.867471774E0,-5.919699669E-1,-4.635073662E0,2.261376381E-2,4.672777298E0
4.872537692E0,-9.775781631E-2,-5.013934612E0,-1.992335320E-1,5.018843581E0
4.877573093E0,4.379096031E-1,-5.242857456E0,-5.660290718E-1,5.291475034E0
4.882608493E0,5.912556648E-1,-5.234298706E0,-7.243435383E-1,5.317155233E0
4.887674411E0,8.697204590E-1,-5.199569702E0,-6.161067486E-1,5.307685587E0
4.892709811E0,9.253401756E-1,-5.269773006E0,-4.664855003E-1,5.370695551E0
4.897745212E0,1.282184124E0,-5.424856186E0,-7.266926765E-2,5.574795206E0
4.902811130E0,1.800813198E0,-5.463853359E0,5.445618629E-1,5.778682318E0
4.907846530E0,2.142974854E0,-5.187494278E0,1.199795961E0,5.739507684E0
4.912881931E0,2.383736610E0,-4.699921608E0,1.817932844E0,5.574615967E0
4.917947848E0,2.705750942E0,-4.430463314E0,2.270616293E0,5.666197286E0
4.922983249E0,3.154574871E0,-4.372893333E0,2.296221018E0,5.860560527E0
4.928018649E0,3.566854000E0,-4.231045723E0,2.044348240E0,5.899453796E0
4.933084567E0,3.741616249E0,-3.975076675E0,1.676272392E0,5.710588049E0
4.938119968E0,3.766494274E0,-3.552494526E0,1.281759024E0,5.333816895E0
4.943155368E0,3.855170727E0,-3.105834007E0,9.253404140E-1,5.036347992E0
4.948221286E0,4.187600136E0,-2.674325943E0,5.117013454E-1,4.994982724E0
4.953256686E0,4.690492630E0,-2.247483730E0,-4.741835594E-2,5.201360661E0
4.958292087E0,5.151057720E0,-1.751397133E0,-5.887591839E-1,5.472424045E0
4.963358005E0,5.614608765E0,-1.162538052E0,-1.340286732E0,5.888267557E0
4.968393405E0,6.039718151E0,-1.114671230E0,-2.267638922E0,6.546974383E0
