"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.185174155E0,9.634929895E-2,1.606324315E0,-1.267255783E0,2.048291535E0
7.190240073E0,8.850008249E-2,1.548887372E0,-1.165700912E0,1.940552234E0
7.195275474E0,1.080027819E-1,1.547621369E0,-1.179208755E0,1.948673855E0
7.200310874E0,1.184226274E-1,1.471334577E0,-1.180903435E0,1.890339196E0
7.205376792E0,1.746237874E-1,1.361083746E0,-1.044088364E0,1.724286212E0
7.210412192E0,2.353413105E-1,1.223784924E0,-8.166952133E-1,1.489975216E0
7.215447593E0,2.882941067E-1,1.111900210E0,-6.087770462E-1,1.300017331E0
7.220513511E0,2.929091156E-1,1.027489185E0,-4.418058395E-1,1.156167019E0
7.225548911E0,3.372193277E-1,8.550305367E-1,-2.582092285E-1,9.547073370E-1
7.230584311E0,4.238145351E-1,6.973847151E-1,-1.058483124E-1,8.229022216E-1
7.235650229E0,4.694534242E-1,6.211891174E-1,9.663391113E-2,7.846021603E-1
7.240655112E0,5.576041937E-1,6.424506903E-1,3.444719315E-1,9.177833284E-1
7.245690513E0,6.290491819E-1,8.350648880E-1,5.132493973E-1,1.164672136E0
7.250756431E0,6.055716276E-1,1.153217435E0,7.632761002E-1,1.509707870E0
7.255822349E0,7.218977809E-1,1.289619446E0,9.247903824E-1,1.743413884E0
7.260888267E0,9.180989861E-1,1.368738174E0,8.328924179E-1,1.846634701E0
7.265923667E0,1.161830783E0,1.374512196E0,6.839685440E-1,1.925343479E0
7.270959067E0,1.329181552E0,1.323299170E0,6.189804077E-1,1.975090133E0
7.276024985E0,1.401205420E0,1.169313073E0,6.185369492E-1,1.926981487E0
7.281029868E0,1.441995144E0,9.045614004E-1,6.944179535E-1,1.838422589E0
7.286095786E0,1.459608555E0,6.405282021E-1,9.062089920E-1,1.833561629E0
7.291161704E0,1.520871401E0,3.439337015E-1,1.115050316E0,1.916944813E0
7.296166587E0,1.653228879E0,1.482915878E-2,1.323412895E0,2.117736367E0
7.301232505E0,1.757656455E0,-3.748377562E-1,1.619751930E0,2.419391633E0
7.306298423E0,1.843740702E0,-7.737433314E-1,1.956316948E0,2.797362064E0
7.311333823E0,1.896747828E0,-1.013635993E0,2.347542763E0,3.183719094E0
7.316369224E0,1.956527710E0,-1.222386122E0,2.793470383E0,3.622941524E0
7.321435142E0,2.027386427E0,-1.377349854E0,3.313179016E0,4.121230828E0
7.326470542E0,2.120667458E0,-1.390213966E0,3.870825768E0,4.627441784E0
7.331505942E0,2.217622280E0,-1.346640825E0,4.342050552E0,5.058131383E0
7.336541343E0,2.205745220E0,-1.226512909E0,4.798719406E0,5.421932666E0
7.341576743E0,2.168344498E0,-1.115498066E0,5.102201462E0,5.654954779E0
7.346642661E0,2.028351784E0,-9.977379441E-1,5.288537979E0,5.751376002E0
7.351678061E0,1.837860346E0,-7.977272272E-1,5.288554192E0,5.655343033E0
7.356743979E0,1.619276285E0,-5.939414501E-1,5.049858093E0,5.336280436E0
7.361809897E0,1.441098809E0,-4.691060781E-1,4.591861725E0,4.835495878E0
7.366845298E0,1.202291489E0,-4.241787195E-1,3.991296768E0,4.189974022E0
7.371880698E0,8.668507934E-1,-3.208688498E-1,3.365441322E0,3.490069113E0
7.376946616E0,4.924117327E-1,-2.559617758E-1,2.845799446E0,2.899406876E0
7.381982017E0,7.476389408E-2,-2.427467108E-1,2.362780571E0,2.376393829E0
7.387047935E0,-2.758398056E-1,-2.613267303E-1,1.947427750E0,1.984150725E0
7.392083335E0,-5.825998783E-1,-3.132774830E-1,1.666490555E0,1.792974113E0
7.397118735E0,-9.286282659E-1,-3.937839866E-1,1.426506042E0,1.747093522E0
7.402184653E0,-1.292209864E0,-4.646558166E-1,1.236986160E0,1.848200779E0
7.407220054E0,-1.634159327E0,-5.140509605E-1,1.171953201E0,2.075620245E0
7.412255454E0,-1.791538954E0,-6.308512688E-1,1.087743759E0,2.188783140E0
7.417290854E0,-1.871536016E0,-7.008200288E-1,1.013090134E0,2.240568542E0
7.422356772E0,-1.982139826E0,-7.242173553E-1,9.503870010E-1,2.314433952E0
7.427392173E0,-2.092645645E0,-7.033021450E-1,7.729206085E-1,2.339060916E0
7.432458091E0,-2.105617523E0,-7.412980795E-1,6.554594040E-1,2.326537132E0
7.437493491E0,-2.141695261E0,-7.349797487E-1,6.433925629E-1,2.353934539E0
7.442528892E0,-2.175058126E0,-6.654650569E-1,5.262336731E-1,2.334661319E0
7.447594810E0,-2.130197763E0,-5.733993053E-1,4.954566956E-1,2.260974704E0
7.452599692E0,-2.094400167E0,-5.087975860E-1,4.219007492E-1,2.196221138E0
7.457665610E0,-2.075338364E0,-4.290680289E-1,3.343830109E-1,2.145446502E0
7.462701011E0,-2.032389402E0,-3.817838430E-1,1.874551773E-1,2.076416391E0
7.467766929E0,-2.003708839E0,-3.167840242E-1,-1.550598145E-1,2.034513401E0
7.472832847E0,-2.070470095E0,-2.239186168E-1,-3.056116104E-1,2.104847837E0
7.477837729E0,-2.195955992E0,-1.337277293E-1,-4.582023621E-1,2.247232793E0
7.482903647E0,-2.308195591E0,-9.698551893E-2,-5.960540771E-1,2.385886322E0
7.487969565E0,-2.404157162E0,-2.484178543E-2,-9.248771667E-1,2.576040867E0
7.493004966E0,-2.518843651E0,-2.651733160E-2,-1.272390366E0,2.822100946E0
7.498040366E0,-2.627588272E0,-3.935229778E-2,-1.399545670E0,2.977330484E0
7.503075767E0,-2.701244354E0,-8.230316639E-2,-1.564910889E0,3.122889841E0
7.508141685E0,-2.786769629E0,-1.191870570E-1,-1.761368752E0,3.298895330E0
7.513177085E0,-2.916851997E0,-1.210040450E-1,-1.812026978E0,3.436001938E0
7.518243003E0,-2.960106373E0,-1.426869631E-1,-1.956185341E0,3.550950633E0
7.523278403E0,-3.012633801E0,-1.454421282E-1,-1.897254944E0,3.563241804E0
7.528344321E0,-3.098863363E0,-2.082754374E-1,-1.788498878E0,3.584000703E0
7.533349204E0,-3.192764997E0,-2.834489346E-1,-1.759071350E0,3.656285498E0
7.538384604E0,-3.287248135E0,-2.924910784E-1,-1.682085991E0,3.704182043E0
7.543450522E0,-3.301414013E0,-2.976431847E-1,-1.579103470E0,3.671715365E0
7.548516440E0,-3.283814430E0,-3.323293924E-1,-1.497942924E0,3.624598328E0
7.553551841E0,-3.223302603E0,-3.964774609E-1,-1.376379967E0,3.527222116E0
7.558617759E0,-3.160917759E0,-4.473081827E-1,-1.264613152E0,3.433763549E0
7.563653159E0,-3.109258890E0,-5.087641478E-1,-1.155456543E0,3.355802680E0
7.568688560E0,-3.011198997E0,-5.593405962E-1,-1.058413506E0,3.240435226E0
7.573754478E0,-2.945305347E0,-6.303681135E-1,-1.004595757E0,3.175122074E0
7.578789878E0,-2.842274904E0,-6.648963690E-1,-8.838949203E-1,3.049899022E0
7.583855796E0,-2.647341728E0,-7.038302422E-1,-7.920103073E-1,2.851504088E0
7.588860679E0,-2.446712732E0,-7.496831417E-1,-7.671489716E-1,2.671506233E0
7.593926597E0,-2.242418051E0,-7.903913260E-1,-8.020744324E-1,2.509278892E0
7.598961997E0,-2.012364388E0,-8.452674150E-1,-8.106679916E-1,2.328362090E0
7.604027915E0,-1.823088408E0,-8.760476112E-1,-7.642679214E-1,2.162224830E0
7.609063315E0,-1.662346840E0,-8.899213076E-1,-7.777280807E-1,2.039661226E0
7.614129233E0,-1.558099627E0,-8.318383694E-1,-8.916864395E-1,1.978568732E0
7.619164634E0,-1.443362117E0,-8.070498705E-1,-9.242563248E-1,1.894432223E0
7.624200034E0,-1.305918336E0,-8.081865311E-1,-9.640827179E-1,1.813296351E0
7.629265952E0,-1.143152237E0,-7.156136036E-1,-9.680805206E-1,1.660144500E0
7.634301353E0,-9.814316034E-1,-6.751520634E-1,-9.889602661E-1,1.548250855E0
7.639367270E0,-9.045701027E-1,-6.196893454E-1,-9.071006775E-1,1.423057832E0
7.644372153E0,-8.314741850E-1,-5.063638687E-1,-8.852167130E-1,1.315812417E0
7.649438071E0,-7.689450979E-1,-4.525978565E-1,-8.347415924E-1,1.221848972E0
7.654503989E0,-7.268958092E-1,-3.364551067E-1,-8.106813431E-1,1.139641960E0
7.659539390E0,-6.864299774E-1,-2.343590260E-1,-7.890844345E-1,1.071804325E0
7.664574790E0,-5.951005220E-1,-1.703890562E-1,-7.627668381E-1,9.823392037E-1
7.669640708E0,-5.702381134E-1,-9.666848183E-2,-7.962856293E-1,9.841682299E-1
7.674676108E0,-5.571591854E-1,-3.720378876E-2,-8.225765228E-1,9.942045140E-1
7.679711509E0,-5.198547840E-1,3.470134735E-2,-8.225650787E-1,9.736870589E-1
7.684777427E0,-4.799662232E-1,1.263605356E-1,-8.512935638E-1,9.854112300E-1
7.689782310E0,-4.689578712E-1,1.586675644E-1,-8.823966980E-1,1.011790894E0
7.694848228E0,-4.600781202E-1,2.324873209E-1,-8.417768478E-1,9.870716755E-1
7.699883628E0,-4.492031932E-1,2.686940432E-1,-7.677698135E-1,9.292203636E-1
7.704949546E0,-3.978961706E-1,2.696089745E-1,-8.086595535E-1,9.407128336E-1
7.710015464E0,-3.297540545E-1,3.188940883E-1,-8.542909622E-1,9.696619123E-1
7.715050864E0,-2.880821824E-1,3.471583128E-1,-8.233613968E-1,9.388472867E-1
7.720055747E0,-1.942772567E-1,3.880062103E-1,-7.996654510E-1,9.098116867E-1
7.725091147E0,-1.245466471E-1,4.509453773E-1,-8.023233414E-1,9.287552663E-1
7.730157065E0,-1.837670803E-1,4.785663486E-1,-8.647699356E-1,1.005297534E0
7.735222983E0,-2.094119191E-1,5.112927556E-1,-8.051986694E-1,9.765339375E-1
7.740288901E0,-1.899159551E-1,5.515169501E-1,-8.150148392E-1,1.002241590E0
7.745293784E0,-1.733571589E-1,6.348881721E-1,-8.487138748E-1,1.073988332E0
7.750359702E0,-1.188607290E-1,7.233527303E-1,-8.680095673E-1,1.136137163E0
7.755425620E0,-4.120252281E-2,7.618110180E-1,-8.442296982E-1,1.137882884E0
7.760461020E0,1.132867485E-2,8.435693383E-1,-7.774314880E-1,1.147230267E0
7.765526938E0,7.684943080E-2,9.447475672E-1,-7.943964005E-1,1.236737418E0
7.770562339E0,1.121335551E-1,1.016945839E0,-8.567419052E-1,1.334450998E0
7.775597739E0,1.817989796E-1,1.115540028E0,-8.257303238E-1,1.399753903E0
7.780633140E0,2.565195262E-1,1.144896388E0,-7.995452881E-1,1.419810788E0
7.785668540E0,3.433795571E-1,1.238929987E0,-8.092632294E-1,1.519132650E0
7.790734458E0,3.141762018E-1,1.328082085E0,-7.639408112E-1,1.564005842E0
7.795800376E0,3.218037188E-1,1.431189537E0,-7.258329391E-1,1.636671800E0
7.800835776E0,3.467834890E-1,1.531332850E0,-7.044639587E-1,1.720903413E0
7.805871177E0,3.962940574E-1,1.609659791E0,-6.328878403E-1,1.774429666E0
7.810937095E0,4.012323320E-1,1.735440731E0,-5.446243286E-1,1.862621157E0
7.815972495E0,3.807258010E-1,1.762626290E0,-4.683990479E-1,1.863116004E0
7.821007895E0,4.972310662E-1,1.835008860E0,-4.185495377E-1,1.946710036E0
7.826043296E0,5.351180434E-1,1.919033170E0,-3.615579605E-1,2.024787343E0
7.831078696E0,5.517358780E-1,1.914585948E0,-3.070259094E-1,2.016015065E0
7.836114097E0,6.070927382E-1,1.972561836E0,-2.884359360E-1,2.083928281E0
7.841180015E0,6.322089434E-1,1.966123104E0,-2.052888870E-1,2.075444949E0
7.846215415E0,7.615891099E-1,1.952786922E0,-1.102838516E-1,2.098941939E0
7.851281333E0,8.498020768E-1,1.949558496E0,8.509635925E-3,2.126737952E0
7.856347251E0,8.947554827E-1,1.927784681E0,1.941184998E-1,2.134156307E0
7.861382651E0,1.011581898E0,1.860743999E0,5.038604736E-1,2.177048815E0
7.866418052E0,1.059380412E0,1.805702329E0,7.965040207E-1,2.239925537E0
7.871483970E0,1.100466847E0,1.712113380E0,1.019496918E0,2.276342126E0
7.876519370E0,1.139923573E0,1.634597421E0,1.302071571E0,2.380488365E0
7.881585288E0,1.237597942E0,1.568053246E0,1.648949623E0,2.590265335E0
7.886590171E0,1.333201528E0,1.490505457E0,1.973971367E0,2.809910281E0
7.891625571E0,1.389812946E0,1.466484904E0,2.234140396E0,3.012231948E0
7.896691489E0,1.347057581E0,1.529122949E0,2.651969910E0,3.344506768E0
7.901726890E0,1.299992085E0,1.472040415E0,3.059903145E0,3.635916619E0
7.906762290E0,1.315984130E0,1.352133989E0,3.113665581E0,3.640740845E0
7.911828208E0,1.376348495E0,1.394228697E0,3.227366447E0,3.775460638E0
7.916863608E0,1.306735396E0,1.416459322E0,3.429635048E0,3.933994277E0
7.921929526E0,1.226599693E0,1.433171511E0,3.576901436E0,4.043853517E0
7.926995444E0,1.117431402E0,1.410537243E0,3.690773010E0,4.106102004E0
7.932030845E0,1.039566517E0,1.427370548E0,3.768921852E0,4.162073660E0
7.937096763E0,1.026287675E0,1.433258295E0,3.749245644E0,4.142986680E0
7.942132163E0,9.337366819E-1,1.498130560E0,3.837490082E0,4.224048945E0
7.947167563E0,6.543295979E-1,1.767143607E0,4.036012650E0,4.454249865E0
7.952233481E0,4.727746248E-1,1.904804349E0,3.775611877E0,4.255236833E0
7.957238364E0,4.065223336E-1,1.953212380E0,3.312644958E0,3.867029303E0
7.962304282E0,4.758855999E-1,1.987244844E0,2.967796326E0,3.603251893E0
7.967370200E0,6.795205474E-1,1.939638615E0,2.690631866E0,3.385771104E0
7.972405601E0,8.587188125E-1,1.888290524E0,2.363829613E0,3.144953027E0
7.977471519E0,8.914067745E-1,1.819672823E0,1.975426674E0,2.829863206E0
7.982506919E0,8.102799058E-1,1.722952843E0,1.597074509E0,2.485109054E0
7.987542319E0,5.908940434E-1,1.577220917E0,1.314669609E0,2.136618303E0
7.992608237E0,3.692103028E-1,1.408819199E0,1.149486542E0,1.855372494E0
7.997613120E0,2.550814152E-1,1.203421593E0,1.165734291E0,1.694764437E0
8.002679038E0,1.770973206E-1,8.881821632E-1,1.238902092E0,1.534636572E0
8.007744956E0,1.072146297E-1,5.537416935E-1,1.399961472E0,1.509310095E0
8.012780356E0,6.343305111E-3,2.332489491E-1,1.617771149E0,1.634511792E0
8.017846274E0,-3.813195229E-2,-1.050809622E-1,1.768035889E0,1.771566244E0
8.022881675E0,-5.054712296E-3,-5.260620117E-1,1.886753082E0,1.958725091E0
8.027917075E0,1.852422953E-2,-8.578046560E-1,1.990803719E0,2.167826428E0
8.032982993E0,1.932668686E-2,-1.093200922E0,2.113759995E0,2.379798960E0
8.038018394E0,1.044929028E-3,-1.404983282E0,2.315500259E0,2.708416616E0
8.043053794E0,-2.998948097E-2,-1.679174185E0,2.481300354E0,2.996227087E0
8.048119712E0,-4.812490940E-2,-1.907017827E0,2.565927505E0,3.197345299E0
8.053155112E0,-7.522243261E-2,-2.077085018E0,2.545635223E0,3.286365664E0
8.058190513E0,-1.446930766E-1,-2.185390472E0,2.602381706E0,3.401361220E0
8.063256431E0,-2.563779950E-1,-2.218367577E0,2.563993454E0,3.400139234E0
8.068261313E0,-3.715822101E-1,-2.195321560E0,2.277571678E0,3.185096991E0
8.073327231E0,-4.657627940E-1,-2.136513233E0,1.884642601E0,2.886780475E0
8.078393149E0,-4.905659556E-1,-2.070158958E0,1.454612732E0,2.577229379E0
8.083428550E0,-4.194357991E-1,-1.950206518E0,1.016160011E0,2.238707891E0
8.088494468E0,-3.198474646E-1,-1.807589412E0,5.884799957E-1,1.927690480E0
8.093529868E0,-1.805249453E-1,-1.662696481E0,1.236448288E-1,1.677032166E0
8.098565269E0,-7.832384109E-2,-1.555914760E0,-3.208723068E-1,1.590586181E0
8.103600669E0,1.017169952E-1,-1.453140497E0,-9.149475098E-1,1.720201325E0
8.108636069E0,2.715381980E-1,-1.295978785E0,-1.548576355E0,2.037494228E0
8.113701987E0,2.420472503E-1,-1.054956079E0,-1.872697830E0,2.162987832E0
8.118737388E0,2.145842910E-1,-8.820931911E-1,-2.256148338E0,2.431941640E0
8.123772788E0,2.443441153E-1,-7.363990545E-1,-2.574584961E0,2.688954320E0
8.128838706E0,2.331606150E-1,-5.796484947E-1,-3.005036354E0,3.069299552E0
8.133904624E0,1.865577102E-1,-3.916180134E-1,-3.504620552E0,3.531364278E0
8.138940024E0,1.841210127E-1,-2.450107336E-1,-3.612098694E0,3.625077624E0
8.144005942E0,2.614844441E-1,-1.802735329E-1,-3.593437195E0,3.607445569E0
8.149010825E0,2.559786439E-1,-8.211970329E-2,-3.561325073E0,3.571456984E0
8.154076743E0,2.322153449E-1,-6.378221512E-2,-3.513257027E0,3.521500685E0
8.159142661E0,2.092950940E-1,-5.311179161E-2,-3.413505554E0,3.420328269E0
8.164178061E0,2.424775362E-1,-8.378171921E-2,-3.274072647E0,3.284108164E0
8.169213462E0,2.744680643E-1,-1.419031620E-1,-3.111696243E0,3.126998998E0
8.174248862E0,2.862073779E-1,-2.564219236E-1,-3.024406433E0,3.048721230E0
8.179314780E0,2.540106177E-1,-3.462792635E-1,-2.894911766E0,2.926592704E0
8.184350181E0,1.924332380E-1,-3.852783442E-1,-2.663480759E0,2.698073332E0
8.189416099E0,8.230948448E-2,-4.767470360E-1,-2.418621063E0,2.466534094E0
8.194420981E0,-2.428674698E-2,-5.635946989E-1,-2.121982574E0,2.195686425E0
8.199486899E0,-1.296216846E-1,-6.344914436E-1,-1.938485146E0,2.043796916E0
8.204552817E0,-2.315702438E-1,-6.539131403E-1,-1.791400909E0,1.921026911E0
8.209618735E0,-3.376356959E-1,-6.606624126E-1,-1.675748825E0,1.832650215E0
8.214623618E0,-4.219582081E-1,-6.692453623E-1,-1.569924355E0,1.758010399E0
8.219689536E0,-4.582686424E-1,-6.915012598E-1,-1.435681343E0,1.658120942E0
8.224724936E0,-5.593358278E-1,-6.800516844E-1,-1.318339348E0,1.585353430E0
8.229790854E0,-6.632838845E-1,-6.230385303E-1,-1.239382744E0,1.537592959E0
8.234795737E0,-7.246587276E-1,-6.021827459E-1,-1.103049278E0,1.450679855E0
8.239831138E0,-7.988026738E-1,-5.817512274E-1,-1.050415993E0,1.442183747E0
8.244897056E0,-8.595218062E-1,-5.260673761E-1,-9.976482391E-1,1.418036187E0
8.249962974E0,-9.357776046E-1,-4.880144596E-1,-9.159889221E-1,1.397452519E0
8.254998374E0,-1.049320579E0,-4.197191000E-1,-8.461189270E-1,1.411791429E0
8.260064292E0,-1.140651226E0,-3.047631979E-1,-7.951164246E-1,1.423438076E0
8.265099692E0,-1.247791529E0,-2.388809919E-1,-8.155698776E-1,1.509702637E0
8.270135093E0,-1.349484682E0,-1.646324396E-1,-8.738899231E-1,1.616136240E0
8.275201011E0,-1.450300455E0,-7.951533794E-2,-1.003561974E0,1.765454823E0
8.280236411E0,-1.444419146E0,-3.110527992E-2,-1.096982002E0,1.814024178E0
8.285302329E0,-1.418531656E0,3.816974163E-2,-1.192419052E0,1.853524261E0
8.290337729E0,-1.443868399E0,1.095176935E-1,-1.249341965E0,1.912486712E0
8.295342612E0,-1.328383565E0,1.041630507E-1,-1.258334160E0,1.832718662E0
8.300378013E0,-1.191700697E0,1.058856249E-1,-1.391610146E0,1.835195116E0
8.305443931E0,-1.117604256E0,1.125510931E-1,-1.594060898E0,1.950060811E0
8.310509849E0,-1.074331522E0,1.532436609E-1,-1.727030754E0,2.039683079E0
8.315545249E0,-1.021028042E0,1.899435520E-1,-1.821779251E0,2.097011315E0
8.320611167E0,-1.048395276E0,1.847724915E-1,-1.993238449E0,2.259706406E0
8.325646567E0,-1.086735964E0,2.866288424E-1,-2.054896355E0,2.342167837E0
8.330681968E0,-1.164708972E0,4.141145945E-1,-2.064334869E0,2.406141380E0
8.335747886E0,-1.203511477E0,3.953027725E-1,-2.052707672E0,2.412117937E0
8.340813804E0,-1.234158516E0,3.930147886E-1,-2.015290260E0,2.395621569E0
8.345849204E0,-1.273150086E0,4.739450216E-1,-1.992752075E0,2.411761982E0
8.350884604E0,-1.243889332E0,5.326884985E-1,-1.927659035E0,2.355183021E0
8.355950522E0,-1.187231779E0,5.047445297E-1,-1.755470276E0,2.178522946E0
8.360985923E0,-1.181886435E0,5.118836164E-1,-1.679565430E0,2.116558625E0
8.366021323E0,-1.148749709E0,4.892712831E-1,-1.616084099E0,2.042238991E0
8.371087241E0,-1.083099604E0,5.012073517E-1,-1.509925842E0,1.924627135E0
8.376092124E0,-1.040392876E0,4.659410715E-1,-1.396921158E0,1.803027215E0
8.381158042E0,-1.016478539E0,4.438011646E-1,-1.277073860E0,1.691480339E0
8.386193442E0,-1.013894200E0,4.585049152E-1,-1.198203087E0,1.635206056E0
8.391259360E0,-1.001159072E0,4.671576023E-1,-1.157880783E0,1.600388584E0
8.396294761E0,-1.004550695E0,4.836286306E-1,-1.182299614E0,1.625069577E0
8.401330161E0,-1.024307966E0,5.035753250E-1,-1.108825684E0,1.591316849E0
8.406365561E0,-1.050779819E0,5.459617376E-1,-1.042765617E0,1.577837945E0
8.411431479E0,-1.103546262E0,5.894758701E-1,-9.458341599E-1,1.568406329E0
8.416497397E0,-1.046252489E0,5.909072161E-1,-8.945589066E-1,1.498015770E0
8.421532798E0,-1.010797501E0,6.242245436E-1,-8.075275421E-1,1.436477845E0
8.426598716E0,-9.517716169E-1,6.417471170E-1,-6.608772278E-1,1.324563054E0
8.431634116E0,-8.792836666E-1,6.670427322E-1,-5.430421829E-1,1.230032758E0
8.436669517E0,-8.194283247E-1,7.241939306E-1,-4.301509857E-1,1.175138077E0
8.441704917E0,-7.794187665E-1,7.219231129E-1,-3.603649139E-1,1.121841997E0
8.446770835E0,-7.116930485E-1,8.113485575E-1,-1.878032684E-1,1.095474119E0
8.451806235E0,-6.779324412E-1,8.193826675E-1,-6.794452667E-2,1.065643847E0
8.456872153E0,-6.202228665E-1,8.395855427E-1,-7.251548767E-2,1.046345442E0
8.461877036E0,-5.554984212E-1,8.763172626E-1,-2.195262909E-2,1.037782424E0
8.466942954E0,-5.412331223E-1,8.992604017E-1,5.965995789E-2,1.051266795E0
8.472008872E0,-5.097997189E-1,9.176249504E-1,1.555433273E-1,1.061190383E0
8.477044272E0,-4.780779481E-1,9.406106472E-1,3.661718369E-1,1.116865582E0
8.482110190E0,-4.700529575E-1,9.447009563E-1,5.287761688E-1,1.180260105E0
8.487145591E0,-4.424908161E-1,1.017503262E0,6.195745468E-1,1.270820061E0
8.492180991E0,-3.765161037E-1,1.034924388E0,7.582006454E-1,1.337049395E0
8.497216392E0,-3.700674176E-1,1.068870425E0,9.039421082E-1,1.447945170E0
8.502282310E0,-3.397545218E-1,1.088108540E0,1.085476875E0,1.574062698E0
8.507348228E0,-2.860924602E-1,1.068471074E0,1.171354294E0,1.611071139E0
8.512383628E0,-2.643647194E-1,1.112694383E0,1.517981529E0,1.900590807E0
8.517419028E0,-1.844689846E-1,1.024239779E0,1.754492760E0,2.039936463E0
8.522454429E0,-1.155729890E-1,1.032398701E0,1.873901367E0,2.142594345E0
8.527520347E0,-9.153181314E-2,1.053342938E0,2.201536179E0,2.442267587E0
8.532555747E0,-5.279266834E-2,1.024377108E0,2.447875023E0,2.654096391E0
8.537621665E0,-1.379078627E-2,9.740714431E-1,2.627387047E0,2.802172025E0
8.542657065E0,3.008759022E-2,9.353329539E-1,2.764113426E0,2.918231662E0
8.547692466E0,5.633473396E-3,8.936522603E-1,2.932185173E0,3.065347613E0
8.552758384E0,4.223716259E-2,8.224095702E-1,3.038317680E0,3.147938342E0
8.557793784E0,1.238358021E-2,7.956876755E-1,3.226113319E0,3.322811969E0
8.562829185E0,-3.841447830E-2,8.132091165E-1,3.297004700E0,3.396030731E0
8.567864585E0,-6.409555674E-2,8.935821056E-1,3.420927048E0,3.536288886E0
8.572899985E0,-6.843054295E-2,1.048313975E0,3.253421783E0,3.418829951E0
8.577935386E0,-1.390372515E-1,1.175286770E0,3.014714241E0,3.238692993E0
8.583001304E0,-2.471290231E-1,1.179590225E0,2.896133423E0,3.136892516E0
8.588067222E0,-3.693546653E-1,1.117113233E0,2.720554352E0,2.964081784E0
8.593133140E0,-4.114356637E-1,1.099264860E0,2.476082802E0,2.740191340E0
8.598168540E0,-4.580484033E-1,9.649610519E-1,2.282328606E0,2.519917069E0
8.603203940E0,-4.690033793E-1,8.258165121E-1,2.208452225E0,2.403996321E0
8.608239341E0,-4.586480260E-1,7.158625126E-1,2.070122719E0,2.237906437E0
8.613305259E0,-4.698853493E-1,6.141564846E-1,1.843461037E0,1.999082045E0
8.618310142E0,-4.346065521E-1,5.620737076E-1,1.655128479E0,1.801182942E0
8.623376060E0,-2.306056023E-1,4.572157860E-1,1.648455620E0,1.726160812E0
8.628411460E0,-2.924311161E-2,2.113487720E-1,1.717901230E0,1.731100257E0
8.633477378E0,1.507598162E-1,-1.159340143E-1,1.925555229E0,1.934924329E0
8.638543296E0,4.973471165E-1,-4.969728589E-1,2.151644707E0,2.263605779E0
8.643578696E0,8.554409742E-1,-8.778031468E-1,2.400972366E0,2.695734766E0
8.648614097E0,1.036335588E0,-1.213878393E0,2.599447250E0,3.050347228E0
8.653649497E0,1.214935660E0,-1.589998960E0,2.957636833E0,3.570963594E0
8.658715415E0,1.388630986E0,-1.997735262E0,3.162208557E0,3.989837735E0
8.663781333E0,1.293029547E0,-2.206577778E0,3.383117676E0,4.241037150E0
8.668786216E0,1.223929167E0,-2.376281261E0,3.558136940E0,4.450286926E0
8.673852134E0,1.062061071E0,-2.572550535E0,3.603650093E0,4.553271787E0
8.678887534E0,8.509670496E-1,-2.657844067E0,3.586822510E0,4.544620525E0
8.683922935E0,7.130409479E-1,-2.676252842E0,3.553182602E0,4.505093037E0
8.688988853E0,5.479210615E-1,-2.619020939E0,3.313920975E0,4.259291067E0
8.694054770E0,3.646448851E-1,-2.557736874E0,2.919618607E0,3.898609575E0
8.699090171E0,1.141122580E-1,-2.427166462E0,2.528476715E0,3.506758210E0
8.704125571E0,-7.801997662E-2,-2.279734135E0,1.966090202E0,3.011442433E0
8.709191489E0,-2.384675741E-1,-2.114968777E0,1.316508293E0,2.502629377E0
8.714226890E0,-3.991479874E-1,-1.936208010E0,6.587572098E-1,2.083790209E0
8.719262290E0,-5.490409136E-1,-1.714043021E0,1.651124954E-1,1.807388043E0
8.724328208E0,-6.532223821E-1,-1.571972370E0,-5.017070770E-1,1.774684931E0
8.729363608E0,-6.934936047E-1,-1.364315629E0,-1.248349190E0,1.975010434E0
8.734429526E0,-7.156218886E-1,-1.161886215E0,-1.768714905E0,2.233930769E0
8.739434409E0,-6.805849075E-1,-1.034155369E0,-2.192385674E0,2.517782374E0
8.744469810E0,-7.321838737E-1,-8.472661972E-1,-2.591234207E0,2.822843947E0
8.749535728E0,-8.297199011E-1,-7.030327320E-1,-2.977452278E0,3.169844193E0
8.754571128E0,-8.485713005E-1,-5.999696255E-1,-3.265254021E0,3.426648599E0
8.759637046E0,-8.388245106E-1,-4.928210974E-1,-3.481140137E0,3.614531207E0
8.764702964E0,-8.504045010E-1,-3.835707903E-1,-3.651662827E0,3.768946241E0
8.769707847E0,-7.723566890E-1,-3.290505409E-1,-3.734068871E0,3.827280947E0
8.774773765E0,-6.859963536E-1,-2.244614363E-1,-3.792994499E0,3.861059596E0
8.779839683E0,-6.221120954E-1,-1.558076143E-1,-3.814236641E0,3.867777220E0
8.784875083E0,-4.845836759E-1,-1.202266216E-1,-3.668840408E0,3.702656576E0
8.789941001E0,-3.743458390E-1,-9.886622429E-2,-3.500457764E0,3.521805488E0
8.794945884E0,-2.654836774E-1,-1.278179884E-1,-3.352076530E0,3.365001647E0
8.800011802E0,-3.059011698E-2,-1.766321659E-1,-3.216484070E0,3.221475508E0
