"Time (s)","Latitude","Longitude","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.565847755E2,6.506675253E1,2.548974568E1,1.431955347E1,3.180438232E1,3.759999990E0,2.646000061E2,1.211280395E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.575863283E2,6.506674912E1,2.548966467E1,1.439663265E1,3.188146973E1,3.660000086E0,2.642000122E2,1.248647632E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.585921622E2,6.506674643E1,2.548958521E1,1.525660969E1,3.274145508E1,3.710000038E0,2.638999939E2,1.288759414E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.595842654E2,6.506674468E1,2.548949974E1,1.529767699E1,3.278253174E1,4.119999886E0,2.642999878E2,1.331106813E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.605802986E2,6.506674469E1,2.548940940E1,1.529662883E1,3.278149414E1,4.099999905E0,2.680000000E2,1.371766078E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.615847515E2,6.506674652E1,2.548932277E1,1.510008484E1,3.258496094E1,3.869999886E0,2.697000122E2,1.410144832E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.625910740E2,6.506674808E1,2.548924098E1,1.522782130E1,3.271270752E1,3.849999905E0,2.682999878E2,1.450638464E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.635878759E2,6.506674926E1,2.548915464E1,1.620797435E1,3.369287109E1,4.219999790E0,2.683999939E2,1.490745946E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.645814642E2,6.506675024E1,2.548906911E1,1.600013930E1,3.348504639E1,3.910000086E0,2.690000000E2,1.528557582E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.655811619E2,6.506675087E1,2.548898846E1,1.543305200E1,3.291796875E1,3.759999990E0,2.702000122E2,1.566278196E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.665835016E2,6.506675162E1,2.548890801E1,1.711254672E1,3.459747314E1,3.869999886E0,2.705000000E2,1.605138345E-1,3.216000080E0,4.000000000E0,2.900000000E1
1.675805458E2,6.506675240E1,2.548882513E1,1.685362562E1,3.433856201E1,3.970000029E0,2.710000000E2,1.643459199E-1,3.216000080E0,4.000000000E0,2.900000000E1
1.685808550E2,6.506675233E1,2.548874338E1,1.674540076E1,3.423034668E1,3.890000105E0,2.721000061E2,1.679966895E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.695849898E2,6.506675341E1,2.548866554E1,1.698617496E1,3.447113037E1,3.730000019E0,2.722999878E2,1.718547036E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.705800544E2,6.506675523E1,2.548858335E1,1.679475844E1,3.427972412E1,4.050000191E0,2.738999939E2,1.757632954E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.715861376E2,6.506675812E1,2.548850025E1,1.710126623E1,3.458624268E1,3.869999886E0,2.751000061E2,1.795543111E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.725874527E2,6.506676248E1,2.548842004E1,1.721398721E1,3.469897461E1,3.799999952E0,2.770000000E2,1.833133707E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.735876895E2,6.506676762E1,2.548834078E1,1.665818994E1,3.414318848E1,3.759999990E0,2.777999878E2,1.868343171E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.745889250E2,6.506677305E1,2.548826678E1,1.668137267E1,3.416638184E1,3.460000038E0,2.788999939E2,1.898645066E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.755832369E2,6.506677620E1,2.548820257E1,1.715969654E1,3.464471436E1,3.039999962E0,2.778999939E2,1.924895082E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.765873367E2,6.506677814E1,2.548814676E1,1.653090513E1,3.401593018E1,2.640000105E0,2.732000122E2,1.945995734E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.775905962E2,6.506677840E1,2.548810175E1,1.641334606E1,3.389837646E1,2.039999962E0,2.661000061E2,1.963438993E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.785880687E2,6.506677559E1,2.548806514E1,1.642341361E1,3.390844727E1,1.789999962E0,2.493999939E2,1.979456805E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.795929518E2,6.506676832E1,2.548803564E1,1.621528292E1,3.370031738E1,1.600000024E0,2.146999969E2,1.995199133E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.805875640E2,6.506675643E1,2.548801741E1,1.633454782E1,3.381958008E1,1.450000048E0,2.135000000E2,2.014563889E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.815823343E2,6.506673940E1,2.548800877E1,1.594942118E1,3.343444824E1,1.879999995E0,1.883999939E2,2.039978686E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.825773265E2,6.506671655E1,2.548800752E1,1.572378238E1,3.320880127E1,2.359999895E0,1.816000061E2,2.072631586E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.835789986E2,6.506668720E1,2.548800978E1,1.462082702E1,3.210583496E1,3.200000048E0,1.828000031E2,2.106150248E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.845829899E2,6.506665721E1,2.548801700E1,1.477122942E1,3.225622559E1,2.769999981E0,1.730000000E2,2.141534021E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.855830299E2,6.506662563E1,2.548802628E1,1.462475763E1,3.210974121E1,3.599999905E0,1.771999969E2,2.178139402E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.865861534E2,6.506659287E1,2.548803397E1,1.473487788E1,3.221984863E1,3.250000000E0,1.766999969E2,2.213447873E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.875827397E2,6.506656113E1,2.548803618E1,1.543221635E1,3.291717529E1,3.329999924E0,1.791000061E2,2.250388123E-1,3.216000080E0,3.000000000E0,2.800000000E1
1.885816600E2,6.506652791E1,2.548803684E1,1.572361037E1,3.320855713E1,3.599999905E0,1.796999969E2,2.288828466E-1,3.216000080E0,3.000000000E0,2.800000000E1
1.895860670E2,6.506649334E1,2.548803714E1,1.579082270E1,3.327575684E1,3.710000038E0,1.798999939E2,2.326459563E-1,3.216000080E0,3.000000000E0,2.800000000E1
1.905856515E2,6.506645954E1,2.548804116E1,1.633221731E1,3.381713867E1,3.549999952E0,1.780000000E2,2.364414668E-1,3.216000080E0,3.000000000E0,2.800000000E1
1.915830081E2,6.506642547E1,2.548804611E1,1.669838020E1,3.418328857E1,3.740000010E0,1.775000000E2,2.403132282E-1,3.216000080E0,3.000000000E0,2.800000000E1
1.925864539E2,6.506639071E1,2.548805094E1,1.681484850E1,3.429974365E1,3.769999981E0,1.776999969E2,2.438693073E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.935869992E2,6.506635873E1,2.548805048E1,1.708194994E1,3.456683350E1,3.329999924E0,1.808000031E2,2.474444576E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.945840550E2,6.506632663E1,2.548804614E1,1.740263983E1,3.488751221E1,3.750000000E0,1.836999969E2,2.510707285E-1,3.216000080E0,3.000000000E0,2.800000000E1
1.955829815E2,6.506629407E1,2.548804178E1,1.780548321E1,3.529034424E1,3.500000000E0,1.836000061E2,2.548903362E-1,3.216000080E0,3.000000000E0,2.800000000E1
1.965859400E2,6.506625973E1,2.548803976E1,1.777052234E1,3.525537109E1,3.990000010E0,1.818999939E2,2.587064814E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.975846138E2,6.506622544E1,2.548804313E1,1.734859919E1,3.483343506E1,3.640000105E0,1.780000000E2,2.621484396E-1,3.216000080E0,3.000000000E0,2.900000000E1
1.985831649E2,6.506619467E1,2.548805113E1,1.757987353E1,3.506469727E1,3.420000076E0,1.766000061E2,2.656193919E-1,3.216000080E0,3.000000000E0,2.800000000E1
1.995871926E2,6.506616364E1,2.548805918E1,1.762615042E1,3.511096191E1,3.569999933E0,1.761999969E2,2.691348143E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.005845423E2,6.506613221E1,2.548806728E1,1.763507394E1,3.511987305E1,3.509999990E0,1.775000000E2,2.725095337E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.015875061E2,6.506610194E1,2.548807249E1,1.762483166E1,3.510961914E1,3.470000029E0,1.778999939E2,2.759462055E-1,3.216000080E0,3.000000000E0,2.700000000E1
2.025893351E2,6.506607109E1,2.548807693E1,1.751815396E1,3.500292969E1,3.609999895E0,1.785000000E2,2.791953920E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.035880953E2,6.506604188E1,2.548807880E1,1.808591384E1,3.557067871E1,3.109999895E0,1.788999939E2,2.822734375E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.045857282E2,6.506601420E1,2.548807949E1,1.791002067E1,3.539477539E1,3.170000076E0,1.800000000E2,2.853802515E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.055859607E2,6.506598626E1,2.548807921E1,1.805382964E1,3.553857422E1,3.140000105E0,1.803000031E2,2.883016675E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.065894542E2,6.506595999E1,2.548807828E1,1.773193969E1,3.521667480E1,2.900000095E0,1.815000000E2,2.911186488E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.075898856E2,6.506593466E1,2.548807725E1,1.744490045E1,3.492962646E1,2.809999943E0,1.810000000E2,2.939141083E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.085904634E2,6.506590952E1,2.548807747E1,1.731405026E1,3.479876709E1,2.940000057E0,1.806999969E2,2.966976317E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.095832379E2,6.506588452E1,2.548808051E1,1.708035610E1,3.456506348E1,2.789999962E0,1.785000000E2,2.994236604E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.105888574E2,6.506586009E1,2.548808537E1,1.716068783E1,3.464538574E1,2.839999914E0,1.763000031E2,3.021886114E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.115861204E2,6.506583539E1,2.548809217E1,1.690996519E1,3.439465332E1,2.920000076E0,1.755000000E2,3.048813291E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.125850796E2,6.506581138E1,2.548809965E1,1.700872969E1,3.449340820E1,2.720000029E0,1.748000031E2,3.077889144E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.135844847E2,6.506578532E1,2.548810475E1,1.706086379E1,3.454553223E1,3.190000057E0,1.765000000E2,3.107995997E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.145812663E2,6.506575827E1,2.548810755E1,1.686751459E1,3.435217285E1,2.970000029E0,1.796000061E2,3.136641921E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.155855190E2,6.506573254E1,2.548811059E1,1.675894277E1,3.424359131E1,2.849999905E0,1.778999939E2,3.166191696E-1,3.216000080E0,3.000000000E0,2.700000000E1
2.165868676E2,6.506570599E1,2.548811331E1,1.714182629E1,3.462646484E1,3.089999914E0,1.775000000E2,3.194800712E-1,3.216000080E0,3.000000000E0,2.700000000E1
2.175851112E2,6.506568034E1,2.548811808E1,1.682188989E1,3.430651855E1,2.740000010E0,1.791999969E2,3.220505958E-1,3.216000080E0,3.000000000E0,2.700000000E1
2.185856329E2,6.506565724E1,2.548812020E1,1.734002599E1,3.482464600E1,2.579999924E0,1.768999939E2,3.245780585E-1,3.216000080E0,3.000000000E0,2.700000000E1
2.195855646E2,6.506563454E1,2.548812297E1,1.735913858E1,3.484375000E1,2.650000095E0,1.778000031E2,3.270909832E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.205838292E2,6.506561200E1,2.548812685E1,1.735902517E1,3.484362793E1,2.559999943E0,1.750000000E2,3.296917217E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.215849362E2,6.506558872E1,2.548813220E1,1.694454452E1,3.442913818E1,2.690000057E0,1.733999939E2,3.325945348E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.225917142E2,6.506556269E1,2.548813691E1,1.693448374E1,3.441906738E1,2.930000067E0,1.768000031E2,3.354444393E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.235881289E2,6.506553716E1,2.548814227E1,1.724735987E1,3.473193359E1,2.920000076E0,1.771000061E2,3.383069489E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.245861371E2,6.506551144E1,2.548814486E1,1.702526260E1,3.450982666E1,2.849999905E0,1.828999939E2,3.410290937E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.255855246E2,6.506548696E1,2.548814438E1,1.727313523E1,3.475769043E1,2.619999886E0,1.813000031E2,3.436936221E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.265884892E2,6.506546300E1,2.548814523E1,1.682856397E1,3.431311035E1,2.680000067E0,1.776999969E2,3.461824987E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.275863344E2,6.506544062E1,2.548814436E1,1.679738305E1,3.428192139E1,2.410000086E0,1.836000061E2,3.485632086E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.285831427E2,6.506541921E1,2.548814460E1,1.712264722E1,3.460717773E1,2.549999952E0,1.795000000E2,3.509989521E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.295830982E2,6.506539733E1,2.548814709E1,1.710953292E1,3.459405518E1,2.480000019E0,1.788999939E2,3.535270545E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.305790822E2,6.506537468E1,2.548815177E1,1.724626046E1,3.473077393E1,2.740000010E0,1.761999969E2,3.564214300E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.315863944E2,6.506534875E1,2.548815717E1,1.689348732E1,3.437799072E1,3.029999971E0,1.771000061E2,3.593957461E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.325897142E2,6.506532202E1,2.548815954E1,1.699029908E1,3.447479248E1,3.079999924E0,1.803000031E2,3.626134359E-1,3.216000080E0,3.000000000E0,3.000000000E1
2.335910626E2,6.506529309E1,2.548815799E1,1.638331481E1,3.386779785E1,3.190000057E0,1.811000061E2,3.657625407E-1,3.216000080E0,3.000000000E0,3.000000000E1
2.345853201E2,6.506526477E1,2.548815842E1,1.665712888E1,3.414160156E1,3.170000076E0,1.791000061E2,3.689755172E-1,3.216000080E0,3.000000000E0,3.000000000E1
2.355824712E2,6.506523590E1,2.548816127E1,1.672134871E1,3.420581055E1,3.279999971E0,1.766999969E2,3.721603453E-1,3.216000080E0,3.000000000E0,3.000000000E1
2.365812669E2,6.506520738E1,2.548816753E1,1.627793940E1,3.376239014E1,3.279999971E0,1.755000000E2,3.753589008E-1,3.216000080E0,3.000000000E0,3.000000000E1
2.376138633E2,6.506517875E1,2.548817414E1,1.603722793E1,3.352166748E1,3.150000095E0,1.768000031E2,3.782389199E-1,3.216000080E0,3.000000000E0,3.000000000E1
2.386051910E2,6.506515289E1,2.548817758E1,1.729590474E1,3.478033447E1,2.759999990E0,1.796000061E2,3.810202110E-1,3.216000080E0,3.000000000E0,3.000000000E1
2.395952070E2,6.506512788E1,2.548817846E1,1.761543299E1,3.509985352E1,2.950000048E0,1.785000000E2,3.838968911E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.405841887E2,6.506510201E1,2.548817804E1,1.797182664E1,3.545623779E1,2.880000114E0,1.786999969E2,3.867759482E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.415808169E2,6.506507612E1,2.548817728E1,1.797000492E1,3.545440674E1,2.920000076E0,1.791999969E2,3.897290649E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.425871442E2,6.506504958E1,2.548817960E1,1.798057393E1,3.546496582E1,2.980000019E0,1.783999939E2,3.928325325E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.435816298E2,6.506502167E1,2.548817982E1,1.801421449E1,3.549859619E1,3.119999886E0,1.781000061E2,3.962772426E-1,3.216000080E0,3.000000000E0,3.000000000E1
2.445796123E2,6.506499072E1,2.548817664E1,1.777374688E1,3.525811768E1,3.619999886E0,1.813000031E2,3.995344401E-1,3.216000080E0,3.000000000E0,3.000000000E1
2.455809596E2,6.506496143E1,2.548817570E1,1.802491710E1,3.550927734E1,2.980000019E0,1.808999939E2,4.025237885E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.465789194E2,6.506493455E1,2.548817462E1,1.774514160E1,3.522949219E1,3.039999962E0,1.816000061E2,4.053362389E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.475838750E2,6.506490926E1,2.548817554E1,1.807461869E1,3.555895996E1,2.759999990E0,1.783999939E2,4.081016743E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.485844436E2,6.506488439E1,2.548817575E1,1.776835336E1,3.525268555E1,2.799999952E0,1.830000000E2,4.107469666E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.495885787E2,6.506486061E1,2.548817414E1,1.798460939E1,3.546893311E1,2.490000010E0,1.831000061E2,4.132159147E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.505872628E2,6.506483848E1,2.548816985E1,1.849279566E1,3.597711182E1,2.450000048E0,1.853000031E2,4.159347862E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.515812208E2,6.506481412E1,2.548816484E1,1.845276489E1,3.593707275E1,2.829999924E0,1.841000061E2,4.187469207E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.525797401E2,6.506478895E1,2.548815900E1,1.877241449E1,3.625671387E1,2.500000000E0,1.806999969E2,4.214194190E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.536146157E2,6.506476493E1,2.548815703E1,1.856801627E1,3.605230713E1,2.569999933E0,1.761000061E2,4.244450382E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.546094343E2,6.506473772E1,2.548815715E1,1.690902961E1,3.439331055E1,3.059999943E0,1.791999969E2,4.273527952E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.555854704E2,6.506471157E1,2.548815699E1,1.744047222E1,3.492474365E1,2.480000019E0,1.813000031E2,4.299495649E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.565852993E2,6.506468823E1,2.548815512E1,1.691087845E1,3.439514160E1,2.380000114E0,1.790000000E2,4.326398702E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.575819637E2,6.506466411E1,2.548815062E1,1.773461718E1,3.521887207E1,2.619999886E0,1.840000000E2,4.354518506E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.585831837E2,6.506463890E1,2.548814589E1,1.846991635E1,3.595416260E1,2.700000048E0,1.845000000E2,4.382904721E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.595788745E2,6.506461345E1,2.548814115E1,1.913417067E1,3.661840820E1,2.859999895E0,1.778999939E2,4.411914445E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.606134877E2,6.506458743E1,2.548813665E1,1.960952143E1,3.709375000E1,2.740000010E0,1.780000000E2,4.440419848E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.616108198E2,6.506456183E1,2.548813345E1,1.928549474E1,3.676971436E1,2.650000095E0,1.781999969E2,4.469063830E-1,3.216000080E0,3.000000000E0,3.000000000E1
2.625857813E2,6.506453607E1,2.548813366E1,1.909312133E1,3.657733154E1,2.680000067E0,1.785000000E2,4.498096962E-1,3.216000080E0,3.000000000E0,3.000000000E1
2.635827857E2,6.506450996E1,2.548813385E1,1.865013769E1,3.613433838E1,2.720000029E0,1.821000061E2,4.528250776E-1,3.216000080E0,3.000000000E0,3.000000000E1
2.645793818E2,6.506448285E1,2.548813541E1,1.835913212E1,3.584332275E1,2.900000095E0,1.785000000E2,4.558477831E-1,3.216000080E0,3.000000000E0,3.000000000E1
2.655797885E2,6.506445569E1,2.548813811E1,1.860071946E1,3.608489990E1,2.819999933E0,1.766000061E2,4.592234315E-1,3.216000080E0,3.000000000E0,3.000000000E1
2.665814033E2,6.506442548E1,2.548814521E1,1.830159798E1,3.578576660E1,3.440000057E0,1.731000061E2,4.625481701E-1,3.216000080E0,3.000000000E0,3.000000000E1
2.675799417E2,6.506439570E1,2.548815156E1,1.807559637E1,3.555975342E1,2.960000038E0,1.751000061E2,4.653308388E-1,3.216000080E0,3.000000000E0,3.000000000E1
2.685835878E2,6.506437070E1,2.548815422E1,1.779734650E1,3.528149414E1,2.500000000E0,1.758999939E2,4.673512820E-1,3.216000080E0,3.000000000E0,3.000000000E1
2.695818168E2,6.506435253E1,2.548815398E1,1.954259234E1,3.702673340E1,1.649999976E0,1.838999939E2,4.688895097E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.705863980E2,6.506433870E1,2.548815323E1,1.952849817E1,3.701263428E1,1.519999981E0,1.838000031E2,4.706509474E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.715872241E2,6.506432286E1,2.548815365E1,1.970166073E1,3.718579102E1,1.879999995E0,1.763999939E2,4.724290739E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.725869852E2,6.506430687E1,2.548815321E1,1.954859033E1,3.703271484E1,1.590000033E0,1.771999969E2,4.741395484E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.735823230E2,6.506429151E1,2.548815123E1,1.953150585E1,3.701562500E1,1.730000019E0,1.823000031E2,4.757585997E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.745812497E2,6.506427696E1,2.548814992E1,1.936848609E1,3.685260010E1,1.480000019E0,1.835000000E2,4.773379193E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.755836892E2,6.506426277E1,2.548814847E1,1.896755115E1,3.645166016E1,1.610000014E0,1.866000061E2,4.790517210E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.765849341E2,6.506424736E1,2.548814780E1,1.906405327E1,3.654815674E1,1.629999995E0,1.863999939E2,4.806909297E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.775843410E2,6.506423262E1,2.548814726E1,1.860733250E1,3.609143066E1,1.429999948E0,1.863000031E2,4.822732391E-1,3.216000080E0,3.000000000E0,2.700000000E1
2.785853883E2,6.506421839E1,2.548814717E1,1.859476443E1,3.607885742E1,1.570000052E0,1.828999939E2,4.839469323E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.795865445E2,6.506420351E1,2.548815255E1,1.886118892E1,3.634527588E1,1.610000014E0,1.765000000E2,4.855945183E-1,3.216000080E0,3.000000000E0,2.800000000E1
2.805841589E2,6.506418926E1,2.548816218E1,1.875975478E1,3.624383545E1,1.539999962E0,1.678999939E2,4.872336465E-1,3.216000080E0,3.000000000E0,2.700000000E1
2.815819998E2,6.506417482E1,2.548816921E1,1.865142344E1,3.613549805E1,1.639999986E0,1.888999939E2,4.890874938E-1,3.216000080E0,3.000000000E0,2.700000000E1
2.825848800E2,6.506415815E1,2.548816983E1,1.874231093E1,3.622637939E1,1.860000014E0,1.888999939E2,4.909261472E-1,3.216000080E0,3.000000000E0,2.600000000E1
2.835828828E2,6.506414183E1,2.548816352E1,1.809357347E1,3.557763672E1,1.690000057E0,1.891000061E2,4.927268863E-1,3.216000080E0,3.000000000E0,2.600000000E1
2.845828033E2,6.506412598E1,2.548815564E1,1.746552658E1,3.494958496E1,1.610000014E0,1.840000000E2,4.942519665E-1,3.216000080E0,3.000000000E0,2.700000000E1
2.855950085E2,6.506411228E1,2.548815410E1,1.722309975E1,3.470715332E1,1.539999962E0,1.836000061E2,4.956194114E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.865878682E2,6.506410008E1,2.548815777E1,1.653468909E1,3.401873779E1,1.350000024E0,1.836000061E2,4.971057004E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.875835817E2,6.506408672E1,2.548815876E1,1.647310959E1,3.395715332E1,1.590000033E0,1.836999969E2,4.988597282E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.885861502E2,6.506407119E1,2.548815220E1,1.617605639E1,3.366009521E1,1.740000010E0,1.898999939E2,5.008151523E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.895849209E2,6.506405428E1,2.548814075E1,1.606180342E1,3.354583740E1,1.730000019E0,1.933000031E2,5.024103022E-1,3.216000080E0,3.000000000E0,2.900000000E1
2.905835005E2,6.506404002E1,2.548813704E1,1.625980624E1,3.374383545E1,1.529999971E0,1.773000031E2,5.037492981E-1,3.216000080E0,3.000000000E0,2.600000000E1
2.915815950E2,6.506402802E1,2.548813942E1,1.696604867E1,3.445007324E1,1.320000052E0,1.768999939E2,5.051437501E-1,3.216000080E0,3.000000000E0,2.700000000E1
2.925815426E2,6.506401566E1,2.548814445E1,1.757902982E1,3.506304932E1,1.590000033E0,1.866999969E2,5.066420706E-1,3.216000080E0,3.000000000E0,2.700000000E1
2.935840676E2,6.506400239E1,2.548815000E1,1.742840052E1,3.491241455E1,1.559999943E0,1.866000061E2,5.081194398E-1,3.216000080E0,3.000000000E0,2.700000000E1
2.945843973E2,6.506398936E1,2.548815616E1,1.763659689E1,3.512060547E1,1.509999990E0,1.783999939E2,5.096728796E-1,3.216000080E0,3.000000000E0,2.700000000E1
2.955905841E2,6.506397599E1,2.548816577E1,1.794025276E1,3.542425537E1,1.549999952E0,1.781000061E2,5.112293563E-1,3.216000080E0,3.000000000E0,2.700000000E1
2.965838326E2,6.506396257E1,2.548817521E1,1.779517816E1,3.527917480E1,1.509999990E0,1.838000031E2,5.127284821E-1,3.216000080E0,3.000000000E0,2.700000000E1
2.975850973E2,6.506394939E1,2.548818194E1,1.738429506E1,3.486828613E1,1.529999971E0,1.836999969E2,5.141517834E-1,3.216000080E0,3.000000000E0,2.600000000E1
2.985840107E2,6.506393659E1,2.548818185E1,1.703401895E1,3.451800537E1,1.450000048E0,1.840000000E2,5.157022746E-1,3.216000080E0,3.000000000E0,2.600000000E1
2.995797514E2,6.506392299E1,2.548817455E1,1.702181603E1,3.450579834E1,1.649999976E0,1.945000000E2,5.173018051E-1,3.216000080E0,3.000000000E0,2.600000000E1
3.005792657E2,6.506390883E1,2.548816854E1,1.661843915E1,3.410241699E1,1.610000014E0,1.938999939E2,5.189383081E-1,3.216000080E0,3.000000000E0,2.600000000E1
3.015831801E2,6.506389422E1,2.548816433E1,1.631186440E1,3.379583740E1,1.570000052E0,1.798000031E2,5.205321296E-1,3.216000080E0,3.000000000E0,2.700000000E1
3.025869224E2,6.506388003E1,2.548815953E1,1.611680066E1,3.360076904E1,1.539999962E0,1.841999969E2,5.220066012E-1,3.216000080E0,3.000000000E0,2.600000000E1
3.035878127E2,6.506386677E1,2.548815934E1,1.631846562E1,3.380242920E1,1.399999976E0,1.830000000E2,5.235144499E-1,3.216000080E0,3.000000000E0,2.800000000E1
3.045880252E2,6.506385322E1,2.548816060E1,1.629814599E1,3.378210449E1,1.519999981E0,1.830000000E2,5.250052025E-1,3.216000080E0,3.000000000E0,2.800000000E1
3.055849623E2,6.506383985E1,2.548816295E1,1.606163990E1,3.354559326E1,1.340000033E0,1.831000061E2,5.264243313E-1,3.216000080E0,3.000000000E0,2.700000000E1
3.065855817E2,6.506382712E1,2.548816511E1,1.561315845E1,3.309710693E1,1.480000019E0,1.773000031E2,5.280734641E-1,3.216000080E0,3.000000000E0,2.800000000E1
3.075884410E2,6.506381229E1,2.548816552E1,1.522864241E1,3.271258545E1,1.639999986E0,1.770000000E2,5.297692792E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.085852199E2,6.506379706E1,2.548816363E1,1.521876005E1,3.270269775E1,1.580000043E0,1.800000000E2,5.312222608E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.095904182E2,6.506378403E1,2.548816130E1,1.524073718E1,3.272467041E1,1.289999962E0,1.801000061E2,5.327034865E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.105813726E2,6.506377082E1,2.548815723E1,1.545424250E1,3.293817139E1,1.470000029E0,1.815000000E2,5.343150578E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.115834451E2,6.506375646E1,2.548815258E1,1.537386390E1,3.285778809E1,1.509999990E0,1.813999939E2,5.359616641E-1,3.216000080E0,3.000000000E0,3.000000000E1
