"Time (s)","Latitude","Longitude","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
3.125978143E2,6.506374175E1,2.548814854E1,1.529788002E1,3.278179932E1,1.549999952E0,1.796999969E2,5.375793877E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.135820336E2,6.506372724E1,2.548814603E1,1.538876636E1,3.287268066E1,1.570000052E0,1.793999939E2,5.392128509E-1,3.216000080E0,3.000000000E0,2.900000000E1
3.145845888E2,6.506371255E1,2.548814615E1,1.537967749E1,3.286358643E1,1.570000052E0,1.795000000E2,5.408721603E-1,3.216000080E0,3.000000000E0,2.900000000E1
3.155813664E2,6.506369764E1,2.548814470E1,1.530100844E1,3.278491211E1,1.580000043E0,1.796999969E2,5.424359147E-1,3.216000080E0,3.000000000E0,2.900000000E1
3.165821898E2,6.506368361E1,2.548814241E1,1.551323252E1,3.299713135E1,1.539999962E0,1.808999939E2,5.440101630E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.175848601E2,6.506366953E1,2.548813890E1,1.562511469E1,3.310900879E1,1.570000052E0,1.811000061E2,5.455788726E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.185857668E2,6.506365557E1,2.548813407E1,1.542022420E1,3.290411377E1,1.580000043E0,1.823000031E2,5.471529286E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.195855039E2,6.506364155E1,2.548812943E1,1.565991383E1,3.314379883E1,1.639999986E0,1.823999939E2,5.487213154E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.205833972E2,6.506362748E1,2.548812708E1,1.587940111E1,3.336328125E1,1.610000014E0,1.750000000E2,5.503382529E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.215808166E2,6.506361294E1,2.548812659E1,1.564185752E1,3.312573242E1,1.690000057E0,1.795000000E2,5.519331255E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.225851214E2,6.506359861E1,2.548812514E1,1.550300759E1,3.298687744E1,1.570000052E0,1.796999969E2,5.535891702E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.235854816E2,6.506358378E1,2.548812189E1,1.528285881E1,3.276672363E1,1.710000038E0,1.866999969E2,5.552370983E-1,3.216000080E0,3.000000000E0,2.900000000E1
3.245809344E2,6.506356896E1,2.548812206E1,1.559518112E1,3.307904053E1,1.580000043E0,1.848999939E2,5.567823615E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.255805729E2,6.506355513E1,2.548812529E1,1.585678321E1,3.334063721E1,1.559999943E0,1.848000031E2,5.583871543E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.265917288E2,6.506354071E1,2.548812670E1,1.585947416E1,3.334332275E1,1.740000010E0,1.890000000E2,5.599654125E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.275827440E2,6.506352652E1,2.548812746E1,1.563285588E1,3.311669922E1,1.600000024E0,1.880000000E2,5.616148573E-1,3.216000080E0,3.000000000E0,2.700000000E1
3.285817350E2,6.506351180E1,2.548812311E1,1.561369571E1,3.309753418E1,1.769999981E0,1.936999969E2,5.632998301E-1,3.216000080E0,3.000000000E0,2.800000000E1
3.295856306E2,6.506349675E1,2.548811892E1,1.580712112E1,3.329095459E1,1.679999948E0,1.793999939E2,5.649824374E-1,3.216000080E0,3.000000000E0,2.800000000E1
3.305884440E2,6.506348181E1,2.548811322E1,1.533416448E1,3.281799316E1,1.730000019E0,1.921999969E2,5.665921320E-1,3.216000080E0,3.000000000E0,2.700000000E1
3.315848105E2,6.506346736E1,2.548811115E1,1.504907429E1,3.253289795E1,1.590000033E0,1.853000031E2,5.680856684E-1,3.216000080E0,3.000000000E0,2.700000000E1
3.325840000E2,6.506345395E1,2.548810934E1,1.521625426E1,3.270007324E1,1.490000010E0,1.851000061E2,5.695556301E-1,3.216000080E0,3.000000000E0,2.700000000E1
3.335859178E2,6.506344076E1,2.548811144E1,1.533893997E1,3.282275391E1,1.580000043E0,1.850000000E2,5.711405689E-1,3.216000080E0,3.000000000E0,2.700000000E1
3.345804955E2,6.506342660E1,2.548811531E1,1.560237330E1,3.308618164E1,1.620000005E0,1.798999939E2,5.727502624E-1,3.216000080E0,3.000000000E0,2.700000000E1
3.355832491E2,6.506341214E1,2.548811694E1,1.570754233E1,3.319134521E1,1.659999967E0,1.798999939E2,5.741593088E-1,3.216000080E0,3.000000000E0,2.700000000E1
3.365889430E2,6.506339948E1,2.548811824E1,1.541360177E1,3.289739990E1,1.320000052E0,1.798999939E2,5.756883599E-1,3.216000080E0,3.000000000E0,2.700000000E1
3.375909354E2,6.506338573E1,2.548811783E1,1.522232255E1,3.270611572E1,1.710000038E0,1.821000061E2,5.771674047E-1,3.216000080E0,3.000000000E0,2.700000000E1
3.385870887E2,6.506337248E1,2.548812060E1,1.499381207E1,3.247760010E1,1.480000019E0,1.798000031E2,5.786011857E-1,3.216000080E0,3.000000000E0,2.600000000E1
3.395834957E2,6.506335959E1,2.548812139E1,1.489182710E1,3.237561035E1,1.559999943E0,1.806000061E2,5.800785836E-1,3.216000080E0,3.000000000E0,2.800000000E1
3.405848805E2,6.506334631E1,2.548812238E1,1.521409768E1,3.269787598E1,1.539999962E0,1.806999969E2,5.815539802E-1,3.216000080E0,3.000000000E0,2.800000000E1
3.415798980E2,6.506333309E1,2.548812507E1,1.518364626E1,3.266741943E1,1.440000057E0,1.806999969E2,5.830649941E-1,3.216000080E0,3.000000000E0,2.800000000E1
3.425768699E2,6.506331953E1,2.548812717E1,1.544622467E1,3.292999268E1,1.570000052E0,1.811000061E2,5.847210699E-1,3.216000080E0,3.000000000E0,2.800000000E1
3.435815079E2,6.506330464E1,2.548812793E1,1.574634005E1,3.323010254E1,1.639999986E0,1.796999969E2,5.863646915E-1,3.216000080E0,3.000000000E0,2.900000000E1
3.445832326E2,6.506328986E1,2.548812744E1,1.540540299E1,3.288916016E1,1.649999976E0,1.796000061E2,5.879270943E-1,3.216000080E0,3.000000000E0,2.900000000E1
3.455826283E2,6.506327582E1,2.548812612E1,1.547144799E1,3.295520020E1,1.460000038E0,1.795000000E2,5.894204994E-1,3.216000080E0,3.000000000E0,2.900000000E1
3.465838918E2,6.506326241E1,2.548812436E1,1.575142093E1,3.323516846E1,1.440000057E0,1.795000000E2,5.909271470E-1,3.216000080E0,3.000000000E0,2.900000000E1
3.475812983E2,6.506324887E1,2.548812315E1,1.578060053E1,3.326434326E1,1.500000000E0,1.786999969E2,5.924702957E-1,3.216000080E0,3.000000000E0,2.900000000E1
3.485868713E2,6.506323503E1,2.548812072E1,1.592336652E1,3.340710449E1,1.519999981E0,1.788999939E2,5.939961503E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.495791491E2,6.506322132E1,2.548811934E1,1.610037331E1,3.358410645E1,1.480000019E0,1.746000061E2,5.956341874E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.505835063E2,6.506320659E1,2.548811889E1,1.607138692E1,3.355511475E1,1.659999967E0,1.748000031E2,5.973866587E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.515867929E2,6.506319083E1,2.548811864E1,1.616123639E1,3.364495850E1,1.679999948E0,1.800000000E2,5.990880157E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.525859960E2,6.506317553E1,2.548811830E1,1.595402756E1,3.343774414E1,1.600000024E0,1.803000031E2,6.008017208E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.535826969E2,6.506316014E1,2.548811636E1,1.565691380E1,3.314062500E1,1.610000014E0,1.866000061E2,6.024602867E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.545853576E2,6.506314523E1,2.548811537E1,1.585333025E1,3.333703613E1,1.509999990E0,1.855000000E2,6.039258755E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.556019537E2,6.506313205E1,2.548811514E1,1.578851569E1,3.327221680E1,1.379999995E0,1.828000031E2,6.053918251E-1,3.216000080E0,3.000000000E0,3.100000000E1
3.565815229E2,6.506311888E1,2.548811372E1,1.559137677E1,3.307507324E1,1.440000057E0,1.830000000E2,6.070003871E-1,3.216000080E0,3.000000000E0,3.100000000E1
3.575817259E2,6.506310447E1,2.548811070E1,1.572626937E1,3.320996094E1,1.600000024E0,1.853999939E2,6.086675637E-1,3.216000080E0,3.000000000E0,3.100000000E1
3.585838275E2,6.506308976E1,2.548810382E1,1.551069777E1,3.299438477E1,1.549999952E0,1.861000061E2,6.101483725E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.595842001E2,6.506307667E1,2.548809801E1,1.609242795E1,3.357611084E1,1.340000033E0,1.796000061E2,6.115483111E-1,3.216000080E0,3.000000000E0,2.900000000E1
3.605824409E2,6.506306422E1,2.548809357E1,1.625075717E1,3.373443604E1,1.360000014E0,1.796000061E2,6.130627471E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.615836088E2,6.506305066E1,2.548809055E1,1.641604497E1,3.389971924E1,1.509999990E0,1.795000000E2,6.147656088E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.625846562E2,6.506303545E1,2.548808632E1,1.652945335E1,3.401312256E1,1.659999967E0,1.870000000E2,6.163031199E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.635839080E2,6.506302170E1,2.548808286E1,1.630588619E1,3.378955078E1,1.360000014E0,1.796000061E2,6.175263493E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.645797624E2,6.506301073E1,2.548808091E1,1.606620490E1,3.354986572E1,1.350000024E0,1.871000061E2,6.189788860E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.655797202E2,6.506299776E1,2.548807722E1,1.601994456E1,3.350360107E1,1.570000052E0,1.946000061E2,6.203814358E-1,3.216000080E0,3.000000000E0,3.100000000E1
3.665797575E2,6.506298528E1,2.548807288E1,1.649400867E1,3.397766113E1,1.379999995E0,1.943000031E2,6.218609256E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.675818123E2,6.506297214E1,2.548806792E1,1.667846113E1,3.416210938E1,1.620000005E0,1.858000031E2,6.234766792E-1,3.216000080E0,3.000000000E0,2.900000000E1
3.685890088E2,6.506295781E1,2.548806221E1,1.639630017E1,3.387994385E1,1.529999971E0,1.858000031E2,6.250570919E-1,3.216000080E0,3.000000000E0,2.900000000E1
3.695883783E2,6.506294364E1,2.548805959E1,1.672803111E1,3.421166992E1,1.500000000E0,1.848999939E2,6.266529361E-1,3.216000080E0,3.000000000E0,2.900000000E1
3.705856153E2,6.506292936E1,2.548805619E1,1.637128543E1,3.385491943E1,1.570000052E0,1.853000031E2,6.282239830E-1,3.216000080E0,3.000000000E0,2.900000000E1
3.715885355E2,6.506291534E1,2.548805204E1,1.640693460E1,3.389056396E1,1.490000010E0,1.893000031E2,6.297411285E-1,3.216000080E0,3.000000000E0,2.900000000E1
3.725856964E2,6.506290192E1,2.548804620E1,1.647889927E1,3.396252441E1,1.519999981E0,1.896000061E2,6.312522504E-1,3.216000080E0,3.000000000E0,2.900000000E1
3.735833405E2,6.506288843E1,2.548804230E1,1.631117913E1,3.379479980E1,1.490000010E0,1.843999939E2,6.328037155E-1,3.216000080E0,3.000000000E0,2.900000000E1
3.745824414E2,6.506287465E1,2.548803711E1,1.627987253E1,3.376348877E1,1.659999967E0,1.853000031E2,6.343034418E-1,3.216000080E0,3.000000000E0,2.900000000E1
3.755848522E2,6.506286150E1,2.548803000E1,1.625418071E1,3.373779297E1,1.519999981E0,1.983000031E2,6.358054922E-1,3.216000080E0,3.000000000E0,2.800000000E1
3.765839916E2,6.506284836E1,2.548802257E1,1.630264656E1,3.378625488E1,1.570000052E0,1.988000031E2,6.371253815E-1,3.216000080E0,3.000000000E0,2.800000000E1
3.775852107E2,6.506283679E1,2.548801628E1,1.625418815E1,3.373779297E1,1.230000019E0,1.978999939E2,6.384043521E-1,3.216000080E0,3.000000000E0,2.800000000E1
3.785858555E2,6.506282598E1,2.548800696E1,1.648868810E1,3.397229004E1,1.409999967E0,2.158000031E2,6.396098631E-1,3.216000080E0,3.000000000E0,2.700000000E1
3.795812581E2,6.506281687E1,2.548799302E1,1.632597011E1,3.380957031E1,1.259999990E0,2.170000000E2,6.407864877E-1,3.216000080E0,3.000000000E0,2.700000000E1
3.805811502E2,6.506281177E1,2.548797103E1,1.615208031E1,3.363568115E1,1.210000038E0,2.622999878E2,6.421769398E-1,3.216000080E0,3.000000000E0,2.800000000E1
3.815844277E2,6.506281044E1,2.548794154E1,1.609244610E1,3.357604980E1,1.340000033E0,2.622999878E2,6.433520265E-1,3.216000080E0,3.000000000E0,2.900000000E1
3.825825130E2,6.506281226E1,2.548791685E1,1.575381959E1,3.323742676E1,8.799999952E-1,2.622999878E2,6.443458262E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.835825206E2,6.506281634E1,2.548789799E1,1.633139164E1,3.381500244E1,7.699999809E-1,2.921000061E2,6.453923489E-1,3.216000080E0,3.000000000E0,3.100000000E1
3.845835500E2,6.506282155E1,2.548787940E1,1.606228363E1,3.354589844E1,8.000000119E-1,2.921000061E2,6.465607374E-1,3.216000080E0,3.000000000E0,3.100000000E1
3.855830742E2,6.506282728E1,2.548785851E1,1.609627575E1,3.357989502E1,9.800000191E-1,2.921000061E2,6.475817821E-1,3.216000080E0,3.000000000E0,3.100000000E1
3.865827524E2,6.506283185E1,2.548783962E1,1.598408933E1,3.346771240E1,7.699999809E-1,2.921000061E2,6.485237147E-1,3.216000080E0,3.000000000E0,3.100000000E1
3.875839180E2,6.506283542E1,2.548782140E1,1.595002834E1,3.343365479E1,8.500000238E-1,2.921000061E2,6.499871030E-1,3.216000080E0,3.000000000E0,3.100000000E1
3.885849313E2,6.506283917E1,2.548779148E1,1.585309975E1,3.333673096E1,1.570000052E0,2.825000000E2,6.521184771E-1,3.216000080E0,3.000000000E0,3.100000000E1
3.895858975E2,6.506284412E1,2.548774756E1,1.537543182E1,3.285906982E1,2.069999933E0,2.855000000E2,6.548035144E-1,3.216000080E0,3.000000000E0,3.100000000E1
3.905833155E2,6.506285051E1,2.548769233E1,1.538421229E1,3.286785889E1,2.509999990E0,2.837000122E2,6.578366426E-1,3.216000080E0,3.000000000E0,3.100000000E1
3.915860279E2,6.506285743E1,2.548762975E1,1.545243996E1,3.293609619E1,2.839999914E0,2.843999939E2,6.610266693E-1,3.216000080E0,3.000000000E0,3.100000000E1
3.925840943E2,6.506286590E1,2.548756474E1,1.551376982E1,3.299743652E1,2.940000057E0,2.855000000E2,6.644288862E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.935852404E2,6.506287436E1,2.548749500E1,1.525558011E1,3.273925781E1,3.289999962E0,2.855000000E2,6.681062575E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.945839807E2,6.506288094E1,2.548741813E1,1.476350355E1,3.224719238E1,3.490000010E0,2.830000000E2,6.719291173E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.955830489E2,6.506288742E1,2.548733805E1,1.561987637E1,3.310357666E1,3.529999971E0,2.793999939E2,6.759775901E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.965854665E2,6.506289276E1,2.548725263E1,1.601793601E1,3.350164795E1,3.730000019E0,2.770000000E2,6.802140658E-1,3.216000080E0,3.000000000E0,3.100000000E1
3.975881976E2,6.506289567E1,2.548716253E1,1.560618155E1,3.308990479E1,3.920000076E0,2.737999878E2,6.845989145E-1,3.216000080E0,3.000000000E0,3.000000000E1
3.985868054E2,6.506289621E1,2.548706901E1,1.583071907E1,3.331445312E1,4.170000076E0,2.707999878E2,6.887870071E-1,3.216000080E0,3.000000000E0,3.100000000E1
3.995864173E2,6.506289646E1,2.548697968E1,1.577296957E1,3.325671387E1,3.799999952E0,2.693999939E2,6.928072302E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.005861867E2,6.506289626E1,2.548689393E1,1.513514252E1,3.261889648E1,4.010000229E0,2.706000061E2,6.968367721E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.015877206E2,6.506289621E1,2.548680798E1,1.578363131E1,3.326739502E1,3.859999895E0,2.717000122E2,7.007407226E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.025873887E2,6.506289602E1,2.548672471E1,1.623412241E1,3.371789551E1,3.880000114E0,2.716000061E2,7.047824845E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.035883831E2,6.506289617E1,2.548663850E1,1.558048708E1,3.306427002E1,3.960000038E0,2.715000000E2,7.088289405E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.045879769E2,6.506289697E1,2.548655221E1,1.584475921E1,3.332855225E1,3.980000019E0,2.722999878E2,7.129185001E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.055855357E2,6.506289706E1,2.548646498E1,1.583071118E1,3.331451416E1,4.079999924E0,2.716000061E2,7.168756204E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.065882518E2,6.506289666E1,2.548638058E1,1.575813094E1,3.324194336E1,3.809999943E0,2.711000061E2,7.208580885E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.075868947E2,6.506289861E1,2.548629576E1,1.562195116E1,3.310577393E1,4.039999962E0,2.708999939E2,7.248351596E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.085890826E2,6.506290107E1,2.548621113E1,1.613677219E1,3.362060547E1,3.720000029E0,2.722000122E2,7.286808706E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.095897707E2,6.506290392E1,2.548612938E1,1.625498696E1,3.373883057E1,3.839999914E0,2.737000122E2,7.326121900E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.105850721E2,6.506290726E1,2.548604590E1,1.659073065E1,3.407458496E1,3.809999943E0,2.735000000E2,7.364700702E-1,3.216000080E0,3.000000000E0,3.000000000E1
4.115850160E2,6.506290990E1,2.548596385E1,1.677260513E1,3.425646973E1,3.819999933E0,2.727000122E2,7.401472440E-1,3.216000080E0,3.000000000E0,3.000000000E1
4.125890347E2,6.506291072E1,2.548588544E1,1.601319650E1,3.349707031E1,3.539999962E0,2.708999939E2,7.440334829E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.135850142E2,6.506291104E1,2.548580255E1,1.611694674E1,3.360083008E1,4.059999943E0,2.701000061E2,7.480851085E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.145843115E2,6.506291085E1,2.548571613E1,1.622948582E1,3.371337891E1,3.789999962E0,2.683999939E2,7.517641955E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.155842834E2,6.506290906E1,2.548563777E1,1.546934574E1,3.295324707E1,3.420000076E0,2.667999878E2,7.552559986E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.165867263E2,6.506290550E1,2.548556377E1,1.605448268E1,3.353839111E1,3.349999905E0,2.642999878E2,7.588433828E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.176034653E2,6.506290290E1,2.548548750E1,1.645980944E1,3.394372559E1,3.519999981E0,2.651000061E2,7.625795965E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.185890154E2,6.506290167E1,2.548540786E1,1.675508893E1,3.423901367E1,3.589999914E0,2.665000000E2,7.664653578E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.195848671E2,6.506290136E1,2.548532498E1,1.671052396E1,3.419445801E1,3.609999895E0,2.687000122E2,7.705549432E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.205874077E2,6.506290120E1,2.548523775E1,1.637720112E1,3.386114502E1,3.789999962E0,2.688999939E2,7.747276330E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.215842385E2,6.506290153E1,2.548514875E1,1.659276707E1,3.407672119E1,3.890000105E0,2.702999878E2,7.786316372E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.225832875E2,6.506290265E1,2.548506552E1,1.622428796E1,3.370825195E1,3.410000086E0,2.712000122E2,7.826174336E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.235867294E2,6.506290453E1,2.548498062E1,1.606509794E1,3.354907227E1,3.839999914E0,2.722000122E2,7.866670127E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.245868695E2,6.506290734E1,2.548489450E1,1.692012863E1,3.440411377E1,3.680000067E0,2.720000000E2,7.908966695E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.255850457E2,6.506290937E1,2.548480441E1,1.741938523E1,3.490338135E1,4.050000191E0,2.706000061E2,7.951785301E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.265845542E2,6.506290963E1,2.548471308E1,1.728979712E1,3.477380371E1,3.900000095E0,2.697000122E2,7.991679294E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.275878022E2,6.506290878E1,2.548462801E1,1.702690935E1,3.451092529E1,3.630000114E0,2.687999878E2,8.031461448E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.285837895E2,6.506290810E1,2.548454317E1,1.713426081E1,3.461828613E1,3.869999886E0,2.708999939E2,8.073805641E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.295833817E2,6.506290803E1,2.548445285E1,1.679245370E1,3.427648926E1,4.179999828E0,2.711000061E2,8.118398619E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.305867113E2,6.506290851E1,2.548435774E1,1.669173471E1,3.417578125E1,4.239999771E0,2.712000122E2,8.159885965E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.315866365E2,6.506291002E1,2.548426932E1,1.676228075E1,3.424633789E1,3.480000019E0,2.708999939E2,8.197239897E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.325869012E2,6.506290961E1,2.548418965E1,1.675574109E1,3.423980713E1,3.480000019E0,2.702000122E2,8.238084513E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.335887646E2,6.506290939E1,2.548410253E1,1.679064338E1,3.427471924E1,4.139999866E0,2.702999878E2,8.279835794E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.345877206E2,6.506291009E1,2.548401349E1,1.704142647E1,3.452551270E1,3.940000057E0,2.705000000E2,8.319886010E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.355841979E2,6.506291162E1,2.548392814E1,1.741507343E1,3.489916992E1,4.039999962E0,2.722999878E2,8.360593561E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.365819501E2,6.506291239E1,2.548384133E1,1.746553936E1,3.494964600E1,3.869999886E0,2.717999878E2,8.399881350E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.375847816E2,6.506291223E1,2.548375753E1,1.742280529E1,3.490692139E1,3.809999943E0,2.695000000E2,8.440058973E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.385844512E2,6.506291171E1,2.548367184E1,1.749091098E1,3.497503662E1,3.990000010E0,2.682000122E2,8.481448507E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.395814111E2,6.506291105E1,2.548358357E1,1.737444612E1,3.485858154E1,4.099999905E0,2.692999878E2,8.521343956E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.405855252E2,6.506291059E1,2.548349848E1,1.651670957E1,3.400085449E1,3.799999952E0,2.701000061E2,8.558823676E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.415825834E2,6.506290976E1,2.548341856E1,1.652933508E1,3.401348877E1,3.700000048E0,2.702999878E2,8.594400418E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.425869239E2,6.506290854E1,2.548334273E1,1.614309644E1,3.362725830E1,3.460000038E0,2.707000122E2,8.627658583E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.435830400E2,6.506290754E1,2.548327183E1,1.665737098E1,3.414154053E1,3.359999895E0,2.707000122E2,8.661878576E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.445926382E2,6.506290700E1,2.548319885E1,1.728919883E1,3.477337646E1,3.470000029E0,2.707000122E2,8.694194287E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.455828316E2,6.506290652E1,2.548312993E1,1.709516042E1,3.457934570E1,3.009999990E0,2.702999878E2,8.726337048E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.465815439E2,6.506290641E1,2.548306137E1,1.674999886E1,3.423419189E1,3.289999962E0,2.706000061E2,8.760270788E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.475856997E2,6.506290654E1,2.548298899E1,1.656938756E1,3.405358887E1,3.279999971E0,2.701000061E2,8.796515726E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.485866189E2,6.506290643E1,2.548291168E1,1.675993058E1,3.424414062E1,3.509999990E0,2.696000061E2,8.834630902E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.495869219E2,6.506290409E1,2.548283057E1,1.718594762E1,3.467016602E1,3.700000048E0,2.661000061E2,8.874025768E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.505850285E2,6.506290012E1,2.548274707E1,1.668362026E1,3.416784668E1,3.529999971E0,2.640000000E2,8.913281686E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.515850668E2,6.506289717E1,2.548266363E1,1.726588726E1,3.475012207E1,3.519999981E0,2.626000061E2,8.953262815E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.525833419E2,6.506289465E1,2.548257856E1,1.755713829E1,3.504138184E1,3.680000067E0,2.660000000E2,8.991853890E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.535851378E2,6.506289290E1,2.548249635E1,1.783026193E1,3.531451416E1,3.410000086E0,2.672999878E2,9.031721170E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.545919131E2,6.506289409E1,2.548241136E1,1.816881384E1,3.565307617E1,3.789999962E0,2.712999878E2,9.071821665E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.555833793E2,6.506289670E1,2.548232605E1,1.814786813E1,3.563214111E1,3.670000076E0,2.731000061E2,9.110022057E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.565845906E2,6.506289792E1,2.548224462E1,1.780325394E1,3.528753662E1,3.670000076E0,2.736000061E2,9.148647737E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.575888593E2,6.506289842E1,2.548216224E1,1.742189674E1,3.490618896E1,3.660000086E0,2.707999878E2,9.184964654E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.585861213E2,6.506289952E1,2.548208482E1,1.872926059E1,3.621356201E1,3.269999981E0,2.695000000E2,9.217532965E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.595862697E2,6.506290019E1,2.548201537E1,1.796484816E1,3.544915771E1,2.990000010E0,2.691000061E2,9.254009625E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.605864358E2,6.506290055E1,2.548193757E1,1.753924104E1,3.502355957E1,3.740000010E0,2.691000061E2,9.293502498E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.615821615E2,6.506289963E1,2.548185336E1,1.768449549E1,3.516882324E1,3.589999914E0,2.677999878E2,9.328121135E-1,3.216000080E0,3.000000000E0,3.200000000E1
4.625867174E2,6.506289908E1,2.548177953E1,1.792289062E1,3.540722656E1,3.019999981E0,2.691000061E2,9.360667181E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.635846060E2,6.506289921E1,2.548171011E1,1.808749451E1,3.557183838E1,2.839999914E0,2.692999878E2,9.392110167E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.645811922E2,6.506289826E1,2.548164308E1,1.788820746E1,3.537255859E1,2.759999990E0,2.661000061E2,9.425021667E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.655846123E2,6.506289819E1,2.548157288E1,1.850203008E1,3.598638916E1,2.940000057E0,2.686000061E2,9.460415539E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.665913227E2,6.506289709E1,2.548149743E1,1.898743451E1,3.647180176E1,3.160000086E0,2.671000061E2,9.493544011E-1,3.216000080E0,3.000000000E0,3.100000000E1
4.676020054E2,6.506289785E1,2.548142679E1,1.884448187E1,3.632885742E1,2.589999914E0,2.717000122E2,9.522470746E-1,3.216000080E0,3.000000000E0,3.100000000E1
